Köteg,Köteg neve,Függőség,Deliverable ID,Asset ID,Szerep,Modul,Egység,Típus,Altípus,Produkciós mód,Státusz,Kapuk,Szín-függés,Pilot,Cím,Forrásfájl
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M6.B-MUNK-06,M6.B-MUNK-06,elsődleges,M6,M6.B,worksheet,,legyártandó,produkciós szabályra vár,R5,fekete-fehér is elég,,Képzői checklist (1 A4 – peula előtt/közben),02 Tervezet/Modulok/M6/Peulák/M6.B – Peula – Játéklap workshop – saját eszköz tervezése (45’).md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M6.B-MUNK-06::PRINTPDF,M6.B-MUNK-06,nyomtatható PDF,M6,M6.B,worksheet,,legyártandó,produkciós szabályra vár,R5,fekete-fehér is elég,,Képzői checklist (1 A4 – peula előtt/közben) — nyomtatható PDF,02 Tervezet/Modulok/M6/Peulák/M6.B – Peula – Játéklap workshop – saját eszköz tervezése (45’).md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M6.B-POSZ-01,M6.B-POSZ-01,elsődleges,M6,M6.B,poster,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,SBI flipchart-sablon (S–B–I emlékeztető + kész minta-mondat),02 Tervezet/Modulok/M6/Peulák/M6.B – Peula – Játéklap workshop – saját eszköz tervezése (45’).md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M6.B-POSZ-01::PRINTPDF,M6.B-POSZ-01,nyomtatható PDF,M6,M6.B,poster,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,SBI flipchart-sablon (S–B–I emlékeztető + kész minta-mondat) — nyomtatható PDF,02 Tervezet/Modulok/M6/Peulák/M6.B – Peula – Játéklap workshop – saját eszköz tervezése (45’).md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M6.F-MUNK-01,M6.F-MUNK-01,elsődleges,M6,M6.F,worksheet,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Jegyzetlap – „1 gondolat / 1 kérdés leckénként + játéklap”,02 Tervezet/Modulok/M6/Peulák/M6.F – Felzárkóztató peula – Toolbox & játéklap (Study Lab).md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M6.F-MUNK-01::PRINTPDF,M6.F-MUNK-01,nyomtatható PDF,M6,M6.F,worksheet,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Jegyzetlap – „1 gondolat / 1 kérdés leckénként + játéklap” — nyomtatható PDF,02 Tervezet/Modulok/M6/Peulák/M6.F – Felzárkóztató peula – Toolbox & játéklap (Study Lab).md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M6.F-MUNK-03,M6.F-MUNK-03,elsődleges,M6,M6.F,worksheet,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,"Lecke-összefoglalók M6.1–M6.4 (offline B-terv, 1–1 oldal)",02 Tervezet/Modulok/M6/Peulák/M6.F – Felzárkóztató peula – Toolbox & játéklap (Study Lab).md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M6.F-MUNK-03::PRINTPDF,M6.F-MUNK-03,nyomtatható PDF,M6,M6.F,worksheet,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,"Lecke-összefoglalók M6.1–M6.4 (offline B-terv, 1–1 oldal) — nyomtatható PDF",02 Tervezet/Modulok/M6/Peulák/M6.F – Felzárkóztató peula – Toolbox & játéklap (Study Lab).md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M6.F-MUNK-04,M6.F-MUNK-04,elsődleges,M6,M6.F,worksheet,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Képzői checklist – 1 A4 (peula előtt/közben/után),02 Tervezet/Modulok/M6/Peulák/M6.F – Felzárkóztató peula – Toolbox & játéklap (Study Lab).md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M6.F-MUNK-04::PRINTPDF,M6.F-MUNK-04,nyomtatható PDF,M6,M6.F,worksheet,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Képzői checklist – 1 A4 (peula előtt/közben/után) — nyomtatható PDF,02 Tervezet/Modulok/M6/Peulák/M6.F – Felzárkóztató peula – Toolbox & játéklap (Study Lab).md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M6.F-POSZ-01,M6.F-POSZ-01,elsődleges,M6,M6.F,poster,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Állapotfelmérő tábla – M6 leckesorok + játéklap,02 Tervezet/Modulok/M6/Peulák/M6.F – Felzárkóztató peula – Toolbox & játéklap (Study Lab).md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M6.F-POSZ-01::PRINTPDF,M6.F-POSZ-01,nyomtatható PDF,M6,M6.F,poster,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Állapotfelmérő tábla – M6 leckesorok + játéklap — nyomtatható PDF,02 Tervezet/Modulok/M6/Peulák/M6.F – Felzárkóztató peula – Toolbox & játéklap (Study Lab).md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M6.F-POSZ-02,M6.F-POSZ-02,elsődleges,M6,M6.F,poster,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Fogalom-térkép sablon – 5–6 buborék (Toolbox nagy képe),02 Tervezet/Modulok/M6/Peulák/M6.F – Felzárkóztató peula – Toolbox & játéklap (Study Lab).md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M6.F-POSZ-02::PRINTPDF,M6.F-POSZ-02,nyomtatható PDF,M6,M6.F,poster,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Fogalom-térkép sablon – 5–6 buborék (Toolbox nagy képe) — nyomtatható PDF,02 Tervezet/Modulok/M6/Peulák/M6.F – Felzárkóztató peula – Toolbox & játéklap (Study Lab).md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M7-HUB-DIA-01,M7-HUB-DIA-01,elsődleges,M7,M7-HUB,diagram,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Modul-fogalomtérkép: SMART – Peula 11 pont – Zmán Kvucá – Peula v2,"02 Tervezet/Modulok/M7/M7 – Peula a papírtól a valóságig – Programírás, Zmán Kvucá & AI-támogatott tervezés.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M7-HUB-DIA-01::ALTTEXT,M7-HUB-DIA-01,alt-szöveg,M7,M7-HUB,diagram,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Modul-fogalomtérkép: SMART – Peula 11 pont – Zmán Kvucá – Peula v2 — alt-szöveg,"02 Tervezet/Modulok/M7/M7 – Peula a papírtól a valóságig – Programírás, Zmán Kvucá & AI-támogatott tervezés.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M7-HUB-DIA-02,M7-HUB-DIA-02,elsődleges,M7,M7-HUB,diagram,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Kétkapus capstone idővonal: v1 first-draft gate → spacing → v2 mastery-kapu,"02 Tervezet/Modulok/M7/M7 – Peula a papírtól a valóságig – Programírás, Zmán Kvucá & AI-támogatott tervezés.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M7-HUB-DIA-02::ALTTEXT,M7-HUB-DIA-02,alt-szöveg,M7,M7-HUB,diagram,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Kétkapus capstone idővonal: v1 first-draft gate → spacing → v2 mastery-kapu — alt-szöveg,"02 Tervezet/Modulok/M7/M7 – Peula a papírtól a valóságig – Programírás, Zmán Kvucá & AI-támogatott tervezés.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M7-HUB-DIA-03,M7-HUB-DIA-03,elsődleges,M7,M7-HUB,diagram,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Portfólió-átkötés / capstone-konvergencia: M1 SBI … M6 játéklap → 1 Peula v2,"02 Tervezet/Modulok/M7/M7 – Peula a papírtól a valóságig – Programírás, Zmán Kvucá & AI-támogatott tervezés.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M7-HUB-DIA-03::ALTTEXT,M7-HUB-DIA-03,alt-szöveg,M7,M7-HUB,diagram,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Portfólió-átkötés / capstone-konvergencia: M1 SBI … M6 játéklap → 1 Peula v2 — alt-szöveg,"02 Tervezet/Modulok/M7/M7 – Peula a papírtól a valóságig – Programírás, Zmán Kvucá & AI-támogatott tervezés.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M7-HUB-MUNK-01,M7-HUB-MUNK-01,elsődleges,M7,M7-HUB,worksheet,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,1 perces exit-ticket munkalap (M7.A/M7.B/M7.F utáni offline visszajelzés),"02 Tervezet/Modulok/M7/M7 – Peula a papírtól a valóságig – Programírás, Zmán Kvucá & AI-támogatott tervezés.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M7-HUB-MUNK-01::PRINTPDF,M7-HUB-MUNK-01,nyomtatható PDF,M7,M7-HUB,worksheet,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,1 perces exit-ticket munkalap (M7.A/M7.B/M7.F utáni offline visszajelzés) — nyomtatható PDF,"02 Tervezet/Modulok/M7/M7 – Peula a papírtól a valóságig – Programírás, Zmán Kvucá & AI-támogatott tervezés.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M7.1-IKO-01,M7.1-IKO-01,elsődleges,M7,M7.1,icon-set,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,SMART 5 elem ikon-készlet (S-M-A-R-T),"02 Tervezet/Modulok/M7/Online leckék/M7.1 – Ez még csak vágy, nem cél – SMART nevelési cél someres módra.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M7.1-IKO-01::ALTTEXT,M7.1-IKO-01,alt-szöveg,M7,M7.1,icon-set,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,SMART 5 elem ikon-készlet (S-M-A-R-T) — alt-szöveg,"02 Tervezet/Modulok/M7/Online leckék/M7.1 – Ez még csak vágy, nem cél – SMART nevelési cél someres módra.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M7.1-ILL-01,M7.1-ILL-01,elsődleges,M7,M7.1,illustration,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Hook – 3 vágy-mondat kártya,"02 Tervezet/Modulok/M7/Online leckék/M7.1 – Ez még csak vágy, nem cél – SMART nevelési cél someres módra.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M7.1-ILL-01::ALTTEXT,M7.1-ILL-01,alt-szöveg,M7,M7.1,illustration,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Hook – 3 vágy-mondat kártya — alt-szöveg,"02 Tervezet/Modulok/M7/Online leckék/M7.1 – Ez még csak vágy, nem cél – SMART nevelési cél someres módra.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M7.1-ILL-02,M7.1-ILL-02,elsődleges,M7,M7.1,illustration,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Someres SMART példa – 2 kártya (szolidaritás / biztonság),"02 Tervezet/Modulok/M7/Online leckék/M7.1 – Ez még csak vágy, nem cél – SMART nevelési cél someres módra.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M7.1-ILL-02::ALTTEXT,M7.1-ILL-02,alt-szöveg,M7,M7.1,illustration,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Someres SMART példa – 2 kártya (szolidaritás / biztonság) — alt-szöveg,"02 Tervezet/Modulok/M7/Online leckék/M7.1 – Ez még csak vágy, nem cél – SMART nevelési cél someres módra.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M7.1-ILL-03,M7.1-ILL-03,elsődleges,M7,M7.1,illustration,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Példa prompt-kártya (AI-blokk),"02 Tervezet/Modulok/M7/Online leckék/M7.1 – Ez még csak vágy, nem cél – SMART nevelési cél someres módra.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M7.1-ILL-03::ALTTEXT,M7.1-ILL-03,alt-szöveg,M7,M7.1,illustration,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Példa prompt-kártya (AI-blokk) — alt-szöveg,"02 Tervezet/Modulok/M7/Online leckék/M7.1 – Ez még csak vágy, nem cél – SMART nevelési cél someres módra.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M7.2-DIA-01,M7.2-DIA-01,elsődleges,M7,M7.2,diagram,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Peula 11 pontja – 3 fázisú térkép diagram,"02 Tervezet/Modulok/M7/Online leckék/M7.2 – Nem csak játék, hanem peula – 11 tervezési pont & AI-támogatás.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M7.2-DIA-01::ALTTEXT,M7.2-DIA-01,alt-szöveg,M7,M7.2,diagram,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Peula 11 pontja – 3 fázisú térkép diagram — alt-szöveg,"02 Tervezet/Modulok/M7/Online leckék/M7.2 – Nem csak játék, hanem peula – 11 tervezési pont & AI-támogatás.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M7.2-IKO-01,M7.2-IKO-01,elsődleges,M7,M7.2,icon-set,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,"Ikon-készlet – Megírás 4 pontja (játék, idővonal, óra, doboz)","02 Tervezet/Modulok/M7/Online leckék/M7.2 – Nem csak játék, hanem peula – 11 tervezési pont & AI-támogatás.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M7.2-IKO-01::ALTTEXT,M7.2-IKO-01,alt-szöveg,M7,M7.2,icon-set,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,"Ikon-készlet – Megírás 4 pontja (játék, idővonal, óra, doboz) — alt-szöveg","02 Tervezet/Modulok/M7/Online leckék/M7.2 – Nem csak játék, hanem peula – 11 tervezési pont & AI-támogatás.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M7.2-ILL-01,M7.2-ILL-01,elsődleges,M7,M7.2,illustration,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Illusztráció – madrich tervez (laptopnál/jegyzetfüzettel),"02 Tervezet/Modulok/M7/Online leckék/M7.2 – Nem csak játék, hanem peula – 11 tervezési pont & AI-támogatás.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M7.2-ILL-01::ALTTEXT,M7.2-ILL-01,alt-szöveg,M7,M7.2,illustration,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Illusztráció – madrich tervez (laptopnál/jegyzetfüzettel) — alt-szöveg,"02 Tervezet/Modulok/M7/Online leckék/M7.2 – Nem csak játék, hanem peula – 11 tervezési pont & AI-támogatás.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M7.3-DIA-01,M7.3-DIA-01,elsődleges,M7,M7.3,diagram,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Zmán Kvucá-checklist 5 fő terület – kattintható diagram/kártyaszett,"02 Tervezet/Modulok/M7/Online leckék/M7.3 – Zmán Kvucá-checklist – idő, tér, felelősség.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M7.3-DIA-01::ALTTEXT,M7.3-DIA-01,alt-szöveg,M7,M7.3,diagram,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Zmán Kvucá-checklist 5 fő terület – kattintható diagram/kártyaszett — alt-szöveg,"02 Tervezet/Modulok/M7/Online leckék/M7.3 – Zmán Kvucá-checklist – idő, tér, felelősség.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M7.3-IKO-01,M7.3-IKO-01,elsődleges,M7,M7.3,icon-set,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Ikon-készlet – Zmán Kvucá 5 területe,"02 Tervezet/Modulok/M7/Online leckék/M7.3 – Zmán Kvucá-checklist – idő, tér, felelősség.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M7.3-IKO-01::ALTTEXT,M7.3-IKO-01,alt-szöveg,M7,M7.3,icon-set,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Ikon-készlet – Zmán Kvucá 5 területe — alt-szöveg,"02 Tervezet/Modulok/M7/Online leckék/M7.3 – Zmán Kvucá-checklist – idő, tér, felelősség.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M7.3-ILL-01,M7.3-ILL-01,elsődleges,M7,M7.3,illustration,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Két hasábos kontraszt-vizuál: „Csak játékban” vs. „Zmán Kvucában gondolkozunk”,"02 Tervezet/Modulok/M7/Online leckék/M7.3 – Zmán Kvucá-checklist – idő, tér, felelősség.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M7.3-ILL-01::ALTTEXT,M7.3-ILL-01,alt-szöveg,M7,M7.3,illustration,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Két hasábos kontraszt-vizuál: „Csak játékban” vs. „Zmán Kvucában gondolkozunk” — alt-szöveg,"02 Tervezet/Modulok/M7/Online leckék/M7.3 – Zmán Kvucá-checklist – idő, tér, felelősség.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M7.3-ILL-02,M7.3-ILL-02,elsődleges,M7,M7.3,illustration,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Illusztrált mintaprogram-kártya: „Péntek esti Zmán Kvucá a kenben”,"02 Tervezet/Modulok/M7/Online leckék/M7.3 – Zmán Kvucá-checklist – idő, tér, felelősség.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M7.3-ILL-02::ALTTEXT,M7.3-ILL-02,alt-szöveg,M7,M7.3,illustration,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Illusztrált mintaprogram-kártya: „Péntek esti Zmán Kvucá a kenben” — alt-szöveg,"02 Tervezet/Modulok/M7/Online leckék/M7.3 – Zmán Kvucá-checklist – idő, tér, felelősség.md"
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M7.4-DIA-01,M7.4-DIA-01,elsődleges,M7,M7.4,diagram,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,3 építőkocka diagram – SMART cél / Peula 11 pontja / Zmán Kvucá,02 Tervezet/Modulok/M7/Online leckék/M7.4 – Peula v1 + AI – első modulproduktum-vázlat.md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M7.4-DIA-01::ALTTEXT,M7.4-DIA-01,alt-szöveg,M7,M7.4,diagram,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,3 építőkocka diagram – SMART cél / Peula 11 pontja / Zmán Kvucá — alt-szöveg,02 Tervezet/Modulok/M7/Online leckék/M7.4 – Peula v1 + AI – első modulproduktum-vázlat.md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M7.A-KART-01,M7.A-KART-01,elsődleges,M7,M7.A,card-set,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,„Szétfolyó cél” kártyaszett a sarok-játékhoz,02 Tervezet/Modulok/M7/Peulák/M7.A – Célból peula – SMART & 11 pont élőben.md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M7.A-KART-01::PRINTPDF,M7.A-KART-01,nyomtatható PDF,M7,M7.A,card-set,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,„Szétfolyó cél” kártyaszett a sarok-játékhoz — nyomtatható PDF,02 Tervezet/Modulok/M7/Peulák/M7.A – Célból peula – SMART & 11 pont élőben.md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M7.A-KART-02,M7.A-KART-02,elsődleges,M7,M7.A,card-set,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,"Minta-peula-ötlet kártyák (tartalék, ha valaki elakad)",02 Tervezet/Modulok/M7/Peulák/M7.A – Célból peula – SMART & 11 pont élőben.md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M7.A-KART-02::PRINTPDF,M7.A-KART-02,nyomtatható PDF,M7,M7.A,card-set,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,"Minta-peula-ötlet kártyák (tartalék, ha valaki elakad) — nyomtatható PDF",02 Tervezet/Modulok/M7/Peulák/M7.A – Célból peula – SMART & 11 pont élőben.md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M7.A-MUNK-01,M7.A-MUNK-01,elsődleges,M7,M7.A,worksheet,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Képzői checklist (1 A4) – peula előtti átfutó,02 Tervezet/Modulok/M7/Peulák/M7.A – Célból peula – SMART & 11 pont élőben.md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M7.A-MUNK-01::PRINTPDF,M7.A-MUNK-01,nyomtatható PDF,M7,M7.A,worksheet,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Képzői checklist (1 A4) – peula előtti átfutó — nyomtatható PDF,02 Tervezet/Modulok/M7/Peulák/M7.A – Célból peula – SMART & 11 pont élőben.md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M7.A-MUNK-02,M7.A-MUNK-02,elsődleges,M7,M7.A,worksheet,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Képzői felolvasó-kulcs a sarok-játékhoz (besorolás + indok),02 Tervezet/Modulok/M7/Peulák/M7.A – Célból peula – SMART & 11 pont élőben.md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M7.A-MUNK-02::PRINTPDF,M7.A-MUNK-02,nyomtatható PDF,M7,M7.A,worksheet,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Képzői felolvasó-kulcs a sarok-játékhoz (besorolás + indok) — nyomtatható PDF,02 Tervezet/Modulok/M7/Peulák/M7.A – Célból peula – SMART & 11 pont élőben.md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M7.A-POSZ-01,M7.A-POSZ-01,elsődleges,M7,M7.A,poster,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,„Peula 11 pontja” flipchart / poszter – kanonikus pont-lista,02 Tervezet/Modulok/M7/Peulák/M7.A – Célból peula – SMART & 11 pont élőben.md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M7.A-POSZ-01::PRINTPDF,M7.A-POSZ-01,nyomtatható PDF,M7,M7.A,poster,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,„Peula 11 pontja” flipchart / poszter – kanonikus pont-lista — nyomtatható PDF,02 Tervezet/Modulok/M7/Peulák/M7.A – Célból peula – SMART & 11 pont élőben.md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M7.A-POSZ-02,M7.A-POSZ-02,elsődleges,M7,M7.A,poster,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Tábla / flipchart-sablon – kulcsszavak és SMART irányító-kérdések,02 Tervezet/Modulok/M7/Peulák/M7.A – Célból peula – SMART & 11 pont élőben.md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M7.A-POSZ-02::PRINTPDF,M7.A-POSZ-02,nyomtatható PDF,M7,M7.A,poster,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Tábla / flipchart-sablon – kulcsszavak és SMART irányító-kérdések — nyomtatható PDF,02 Tervezet/Modulok/M7/Peulák/M7.A – Célból peula – SMART & 11 pont élőben.md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M7.A-POSZ-03,M7.A-POSZ-03,elsődleges,M7,M7.A,poster,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Peer feedback – két mondatkezdő tábla / flipchart-sablon,02 Tervezet/Modulok/M7/Peulák/M7.A – Célból peula – SMART & 11 pont élőben.md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M7.A-POSZ-03::PRINTPDF,M7.A-POSZ-03,nyomtatható PDF,M7,M7.A,poster,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,Peer feedback – két mondatkezdő tábla / flipchart-sablon — nyomtatható PDF,02 Tervezet/Modulok/M7/Peulák/M7.A – Célból peula – SMART & 11 pont élőben.md
B1,BATCH 1 — VIZUÁLIS RENDSZER ZÁRÁSA UTÁN,R5 — vizuális rendszer lock,M7.B-EGY-01,M7.B-EGY-01,elsődleges,M7,M7.B,card-set,,legyártandó,produkciós szabályra vár,R5,nincs kimondva,,A/B sarok-kvíz 5 állítása (felolvasandó kártyaszett / képzői segédlap),02 Tervezet/Modulok/M7/Peulák/M7.B – Peula v2 & Zmán Kvucá – amikor a papír találkozik a valósággal.md
