Deliverable ID,Asset ID,Szerep,Modul,Egység,Forrásfájl,Típus,Altípus,Produkciós mód,Státusz,Készültségi akadály,Cím,Eredet,Forrásblokk,Szöveg (élő forrásból),Szöveg-hash,Blokkolók
M3.A-KART-02,M3.A-KART-02,elsődleges,M3,M3.A,"02 Tervezet/Modulok/M3/Peulák/M3.A – Találd ki, hol tart a kvuca! – Történetek Tuckman szemüvegén át.md",card-set,,legyártandó,produkciós szabályra vár,,Kvuca-sztori kártyaszett – fix 8 db nyomtatható szett,vegyes,,,,R5
M3.A-KART-02::PRINTPDF,M3.A-KART-02,nyomtatható PDF,M3,M3.A,"02 Tervezet/Modulok/M3/Peulák/M3.A – Találd ki, hol tart a kvuca! – Történetek Tuckman szemüvegén át.md",card-set,,legyártandó,produkciós szabályra vár,,Kvuca-sztori kártyaszett – fix 8 db nyomtatható szett — nyomtatható PDF,vegyes,,,,R5
M3.A-MUNK-01,M3.A-MUNK-01,elsődleges,M3,M3.A,"02 Tervezet/Modulok/M3/Peulák/M3.A – Találd ki, hol tart a kvuca! – Történetek Tuckman szemüvegén át.md",worksheet,,legyártandó,produkciós szabályra vár,,Megoldókulcs a képzőnek (kártya-hátlapok),vegyes,,,,R5
M3.A-MUNK-01::PRINTPDF,M3.A-MUNK-01,nyomtatható PDF,M3,M3.A,"02 Tervezet/Modulok/M3/Peulák/M3.A – Találd ki, hol tart a kvuca! – Történetek Tuckman szemüvegén át.md",worksheet,,legyártandó,produkciós szabályra vár,,Megoldókulcs a képzőnek (kártya-hátlapok) — nyomtatható PDF,vegyes,,,,R5
M3.A-POSZ-01,M3.A-POSZ-01,elsődleges,M3,M3.A,"02 Tervezet/Modulok/M3/Peulák/M3.A – Találd ki, hol tart a kvuca! – Történetek Tuckman szemüvegén át.md",poster,,legyártandó,produkciós szabályra vár,,Tuckman-idővonal flipchart-sablon ikonokkal,vegyes,,,,R5
M3.A-POSZ-01::PRINTPDF,M3.A-POSZ-01,nyomtatható PDF,M3,M3.A,"02 Tervezet/Modulok/M3/Peulák/M3.A – Találd ki, hol tart a kvuca! – Történetek Tuckman szemüvegén át.md",poster,,legyártandó,produkciós szabályra vár,,Tuckman-idővonal flipchart-sablon ikonokkal — nyomtatható PDF,vegyes,,,,R5
M3.B-KART-01,M3.B-KART-01,elsődleges,M3,M3.B,02 Tervezet/Modulok/M3/Peulák/M3.B – Red flag vagy nem – Esetelemzés & lépés-térkép.md,card-set,,legyártandó,produkciós szabályra vár,,Szituáció-kártyák (4 db red flag eset),emberi,,,,R5
M3.B-KART-01::PRINTPDF,M3.B-KART-01,nyomtatható PDF,M3,M3.B,02 Tervezet/Modulok/M3/Peulák/M3.B – Red flag vagy nem – Esetelemzés & lépés-térkép.md,card-set,,legyártandó,produkciós szabályra vár,,Szituáció-kártyák (4 db red flag eset) — nyomtatható PDF,emberi,,,,R5
M3.B-KART-02,M3.B-KART-02,elsődleges,M3,M3.B,02 Tervezet/Modulok/M3/Peulák/M3.B – Red flag vagy nem – Esetelemzés & lépés-térkép.md,card-set,,legyártandó,produkciós szabályra vár,,Krízis- / segélyvonal referenciakártya (képzőnek),emberi,,,,R5
M3.B-KART-02::PRINTPDF,M3.B-KART-02,nyomtatható PDF,M3,M3.B,02 Tervezet/Modulok/M3/Peulák/M3.B – Red flag vagy nem – Esetelemzés & lépés-térkép.md,card-set,,legyártandó,produkciós szabályra vár,,Krízis- / segélyvonal referenciakártya (képzőnek) — nyomtatható PDF,emberi,,,,R5
M3.B-KART-03,M3.B-KART-03,elsődleges,M3,M3.B,02 Tervezet/Modulok/M3/Peulák/M3.B – Red flag vagy nem – Esetelemzés & lépés-térkép.md,card-set,,emberi döntés kell,emberi döntésre vár,nyitott emberi döntés,Képzői safety-gyorskártya,emberi,,,,R5
M3.B-KART-03::PRINTPDF,M3.B-KART-03,nyomtatható PDF,M3,M3.B,02 Tervezet/Modulok/M3/Peulák/M3.B – Red flag vagy nem – Esetelemzés & lépés-térkép.md,card-set,,emberi döntés kell,emberi döntésre vár,nyitott emberi döntés,Képzői safety-gyorskártya — nyomtatható PDF,emberi,,,,R5
M3.B-MUNK-01,M3.B-MUNK-01,elsődleges,M3,M3.B,02 Tervezet/Modulok/M3/Peulák/M3.B – Red flag vagy nem – Esetelemzés & lépés-térkép.md,worksheet,,legyártandó,produkciós szabályra vár,,Lépés-térkép flipchart-sablon (5 lépéses folyamatábra),emberi,,,,R5
M3.B-MUNK-01::PRINTPDF,M3.B-MUNK-01,nyomtatható PDF,M3,M3.B,02 Tervezet/Modulok/M3/Peulák/M3.B – Red flag vagy nem – Esetelemzés & lépés-térkép.md,worksheet,,legyártandó,produkciós szabályra vár,,Lépés-térkép flipchart-sablon (5 lépéses folyamatábra) — nyomtatható PDF,emberi,,,,R5
M3.B-MUNK-02,M3.B-MUNK-02,elsődleges,M3,M3.B,02 Tervezet/Modulok/M3/Peulák/M3.B – Red flag vagy nem – Esetelemzés & lépés-térkép.md,worksheet,,legyártandó,produkciós szabályra vár,,Helyi gyermekvédelmi útvonal lap (szerep + név + elérhetőség),emberi,,,,R5
M3.B-MUNK-02::PRINTPDF,M3.B-MUNK-02,nyomtatható PDF,M3,M3.B,02 Tervezet/Modulok/M3/Peulák/M3.B – Red flag vagy nem – Esetelemzés & lépés-térkép.md,worksheet,,legyártandó,produkciós szabályra vár,,Helyi gyermekvédelmi útvonal lap (szerep + név + elérhetőség) — nyomtatható PDF,emberi,,,,R5
M3.B-MUNK-03,M3.B-MUNK-03,elsődleges,M3,M3.B,02 Tervezet/Modulok/M3/Peulák/M3.B – Red flag vagy nem – Esetelemzés & lépés-térkép.md,worksheet,,legyártandó,produkciós szabályra vár,,Képzői megoldó-jegyzet kártyánként (4 soros referenciatáblázat),emberi,,,,R5
M3.B-MUNK-03::PRINTPDF,M3.B-MUNK-03,nyomtatható PDF,M3,M3.B,02 Tervezet/Modulok/M3/Peulák/M3.B – Red flag vagy nem – Esetelemzés & lépés-térkép.md,worksheet,,legyártandó,produkciós szabályra vár,,Képzői megoldó-jegyzet kártyánként (4 soros referenciatáblázat) — nyomtatható PDF,emberi,,,,R5
M3.F-EGY-01,M3.F-EGY-01,elsődleges,M3,M3.F,02 Tervezet/Modulok/M3/Peulák/M3.F – Felzárkóztató peula – Kvucadinamika & gyermekvédelem (Study Lab).md,print,consumable,külső forrás,jogtisztázás alatt,,Check-in matrica / post-it készlet,stock,,,,R8
M3.F-EGY-02,M3.F-EGY-02,elsődleges,M3,M3.F,02 Tervezet/Modulok/M3/Peulák/M3.F – Felzárkóztató peula – Kvucadinamika & gyermekvédelem (Study Lab).md,print,consumable,külső forrás,jogtisztázás alatt,,Filcek a fogalom-térkép-táblához,stock,,,,R8
M3.F-MUNK-01,M3.F-MUNK-01,elsődleges,M3,M3.F,02 Tervezet/Modulok/M3/Peulák/M3.F – Felzárkóztató peula – Kvucadinamika & gyermekvédelem (Study Lab).md,worksheet,,legyártandó,produkciós szabályra vár,,Jegyzetlap – „1 gondolat / 1 kérdés leckénként”,AI-generált,,,,R5
M3.F-MUNK-01::PRINTPDF,M3.F-MUNK-01,nyomtatható PDF,M3,M3.F,02 Tervezet/Modulok/M3/Peulák/M3.F – Felzárkóztató peula – Kvucadinamika & gyermekvédelem (Study Lab).md,worksheet,,legyártandó,produkciós szabályra vár,,Jegyzetlap – „1 gondolat / 1 kérdés leckénként” — nyomtatható PDF,AI-generált,,,,R5
M3.F-MUNK-02,M3.F-MUNK-02,elsődleges,M3,M3.F,02 Tervezet/Modulok/M3/Peulák/M3.F – Felzárkóztató peula – Kvucadinamika & gyermekvédelem (Study Lab).md,worksheet,,legyártandó,produkciós szabályra vár,,Képzői checklist – M3.F peula (1 A4),AI-generált,,,,R5
M3.F-MUNK-02::PRINTPDF,M3.F-MUNK-02,nyomtatható PDF,M3,M3.F,02 Tervezet/Modulok/M3/Peulák/M3.F – Felzárkóztató peula – Kvucadinamika & gyermekvédelem (Study Lab).md,worksheet,,legyártandó,produkciós szabályra vár,,Képzői checklist – M3.F peula (1 A4) — nyomtatható PDF,AI-generált,,,,R5
M3.F-POSZ-01,M3.F-POSZ-01,elsődleges,M3,M3.F,02 Tervezet/Modulok/M3/Peulák/M3.F – Felzárkóztató peula – Kvucadinamika & gyermekvédelem (Study Lab).md,poster,,legyártandó,produkciós szabályra vár,,Check-in állapotfelmérő tábla – M3 leckesorok,AI-generált,,,,R5
M3.F-POSZ-01::PRINTPDF,M3.F-POSZ-01,nyomtatható PDF,M3,M3.F,02 Tervezet/Modulok/M3/Peulák/M3.F – Felzárkóztató peula – Kvucadinamika & gyermekvédelem (Study Lab).md,poster,,legyártandó,produkciós szabályra vár,,Check-in állapotfelmérő tábla – M3 leckesorok — nyomtatható PDF,AI-generált,,,,R5
M3.F-POSZ-02,M3.F-POSZ-02,elsődleges,M3,M3.F,02 Tervezet/Modulok/M3/Peulák/M3.F – Felzárkóztató peula – Kvucadinamika & gyermekvédelem (Study Lab).md,poster,,legyártandó,produkciós szabályra vár,,Fogalom-térkép alaplap – 4–5 üres buborék,AI-generált,,,,R5
M3.F-POSZ-02::PRINTPDF,M3.F-POSZ-02,nyomtatható PDF,M3,M3.F,02 Tervezet/Modulok/M3/Peulák/M3.F – Felzárkóztató peula – Kvucadinamika & gyermekvédelem (Study Lab).md,poster,,legyártandó,produkciós szabályra vár,,Fogalom-térkép alaplap – 4–5 üres buborék — nyomtatható PDF,AI-generált,,,,R5
M4.1-DIA-01,M4.1-DIA-01,elsődleges,M4,M4.1,02 Tervezet/Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md,diagram,,legyártandó,produkciós szabályra vár,,3-ikonos „belevillanó” keret-grafika – Testtartás / Tekintet / Térfoglalás,AI-generált,,,,R5
M4.1-DIA-01::ALTTEXT,M4.1-DIA-01,alt-szöveg,M4,M4.1,02 Tervezet/Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md,diagram,,legyártandó,produkciós szabályra vár,,3-ikonos „belevillanó” keret-grafika – Testtartás / Tekintet / Térfoglalás — alt-szöveg,AI-generált,,,,R5
M4.1-FOTO-01,M4.1-FOTO-01,elsődleges,M4,M4.1,02 Tervezet/Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md,photo,,legyártandó,jogtisztázás alatt,,Képpár 1 freeze-frame – karba tett kéz vs. nyitott kéz,AI-generált,,,,R8
M4.1-FOTO-01::ALTTEXT,M4.1-FOTO-01,alt-szöveg,M4,M4.1,02 Tervezet/Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md,photo,,legyártandó,jogtisztázás alatt,,Képpár 1 freeze-frame – karba tett kéz vs. nyitott kéz — alt-szöveg,AI-generált,,,,R8
M4.1-FOTO-02,M4.1-FOTO-02,elsődleges,M4,M4.1,02 Tervezet/Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md,photo,,legyártandó,jogtisztázás alatt,,Képpár 2 freeze-frame – földre nézés vs. körre nézés,AI-generált,,,,R8
M4.1-FOTO-02::ALTTEXT,M4.1-FOTO-02,alt-szöveg,M4,M4.1,02 Tervezet/Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md,photo,,legyártandó,jogtisztázás alatt,,Képpár 2 freeze-frame – földre nézés vs. körre nézés — alt-szöveg,AI-generált,,,,R8
M4.1-IKO-01,M4.1-IKO-01,elsődleges,M4,M4.1,02 Tervezet/Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md,icon-set,,legyártandó,produkciós szabályra vár,,AI-eredet címke ikon/badge a Hook videóhoz,AI-generált,,,,R5
M4.1-IKO-01::ALTTEXT,M4.1-IKO-01,alt-szöveg,M4,M4.1,02 Tervezet/Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md,icon-set,,legyártandó,produkciós szabályra vár,,AI-eredet címke ikon/badge a Hook videóhoz — alt-szöveg,AI-generált,,,,R5
M4.1-IKO-02,M4.1-IKO-02,elsődleges,M4,M4.1,02 Tervezet/Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md,icon-set,,legyártandó,produkciós szabályra vár,,"3 fókusz-ikon: Testtartás, Tekintet, Térfoglalás",AI-generált,,,,R5
M4.1-IKO-02::ALTTEXT,M4.1-IKO-02,alt-szöveg,M4,M4.1,02 Tervezet/Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md,icon-set,,legyártandó,produkciós szabályra vár,,"3 fókusz-ikon: Testtartás, Tekintet, Térfoglalás — alt-szöveg",AI-generált,,,,R5
M4.1-NAR-02,M4.1-NAR-02,elsődleges,M4,M4.1,02 Tervezet/Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md,voiceover,narration,legyártandó,produkciós szabályra vár,,"SLIDE 2 narráció – „3 dolog, ami azonnal látszik rajtad”",AI-generált,M4.1-NAR-02-VO,"„Amikor a kvucád elé állsz,
az első pillanatokban három dolog látszik rajtad nagyon erősen.

Az egyik a **testtartásod**.
Nyitottan állsz, vagy inkább összegörnyedve, mintha elbújnál?
Stabil vagy, vagy kicsit bizonytalanul billegsz?

A másik a **tekinteted**.
Egy pontra bámulsz – mondjuk a papírra –,
vagy végignézel az embereken, akikhez beszélni fogsz?

A harmadik az, hogyan foglalsz **teret**.
Olyan helyen állsz, ahol **látnak és hallanak**,
vagy egy sarokban, fél fal mögött próbálsz megszólalni?

Már ezekből is sokat ‘leolvas’ a kvuca arról,
hogy mennyire vagy jelen,
és mennyire akarsz tényleg **velük lenni**.”",355e0ec4f69d10fcd8b7d4d1f29fc7b0c11dd79827307d3b3690322a29aa233c,R3
M4.1-NAR-02::CAPTIONS,M4.1-NAR-02,felirat,M4,M4.1,02 Tervezet/Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md,voiceover,narration,legyártandó,produkciós szabályra vár,,"SLIDE 2 narráció – „3 dolog, ami azonnal látszik rajtad” — felirat",AI-generált,M4.1-NAR-02-VO,"„Amikor a kvucád elé állsz,
az első pillanatokban három dolog látszik rajtad nagyon erősen.

Az egyik a **testtartásod**.
Nyitottan állsz, vagy inkább összegörnyedve, mintha elbújnál?
Stabil vagy, vagy kicsit bizonytalanul billegsz?

A másik a **tekinteted**.
Egy pontra bámulsz – mondjuk a papírra –,
vagy végignézel az embereken, akikhez beszélni fogsz?

A harmadik az, hogyan foglalsz **teret**.
Olyan helyen állsz, ahol **látnak és hallanak**,
vagy egy sarokban, fél fal mögött próbálsz megszólalni?

Már ezekből is sokat ‘leolvas’ a kvuca arról,
hogy mennyire vagy jelen,
és mennyire akarsz tényleg **velük lenni**.”",355e0ec4f69d10fcd8b7d4d1f29fc7b0c11dd79827307d3b3690322a29aa233c,R3
M4.1-NAR-02::TRANSCRIPT,M4.1-NAR-02,leirat,M4,M4.1,02 Tervezet/Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md,voiceover,narration,legyártandó,produkciós szabályra vár,,"SLIDE 2 narráció – „3 dolog, ami azonnal látszik rajtad” — leirat",AI-generált,M4.1-NAR-02-VO,"„Amikor a kvucád elé állsz,
az első pillanatokban három dolog látszik rajtad nagyon erősen.

Az egyik a **testtartásod**.
Nyitottan állsz, vagy inkább összegörnyedve, mintha elbújnál?
Stabil vagy, vagy kicsit bizonytalanul billegsz?

A másik a **tekinteted**.
Egy pontra bámulsz – mondjuk a papírra –,
vagy végignézel az embereken, akikhez beszélni fogsz?

A harmadik az, hogyan foglalsz **teret**.
Olyan helyen állsz, ahol **látnak és hallanak**,
vagy egy sarokban, fél fal mögött próbálsz megszólalni?

Már ezekből is sokat ‘leolvas’ a kvuca arról,
hogy mennyire vagy jelen,
és mennyire akarsz tényleg **velük lenni**.”",355e0ec4f69d10fcd8b7d4d1f29fc7b0c11dd79827307d3b3690322a29aa233c,R3
M4.1-NAR-03,M4.1-NAR-03,elsődleges,M4,M4.1,02 Tervezet/Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md,voiceover,narration,legyártandó,produkciós szabályra vár,,Jelenet 1 narráció – „Jegyzetbe bújó madrich”,AI-generált,M4.1-NAR-03-VO,"„Nézd meg ezt a madrichot.
A papírra koncentrál, a válla kicsit beesik,
a tekintete szinte végig lefelé van.

Ha chanich lennél,
mennyire éreznéd azt, hogy **neked beszél**,
és mennyire azt, hogy inkább a lapja mögé próbál bújni?”",238cf16a5267908340151ce359db0c67f3cc2e67b8ef8837919d390808992c45,R3
M4.1-NAR-03::CAPTIONS,M4.1-NAR-03,felirat,M4,M4.1,02 Tervezet/Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md,voiceover,narration,legyártandó,produkciós szabályra vár,,Jelenet 1 narráció – „Jegyzetbe bújó madrich” — felirat,AI-generált,M4.1-NAR-03-VO,"„Nézd meg ezt a madrichot.
A papírra koncentrál, a válla kicsit beesik,
a tekintete szinte végig lefelé van.

Ha chanich lennél,
mennyire éreznéd azt, hogy **neked beszél**,
és mennyire azt, hogy inkább a lapja mögé próbál bújni?”",238cf16a5267908340151ce359db0c67f3cc2e67b8ef8837919d390808992c45,R3
M4.1-NAR-03::TRANSCRIPT,M4.1-NAR-03,leirat,M4,M4.1,02 Tervezet/Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md,voiceover,narration,legyártandó,produkciós szabályra vár,,Jelenet 1 narráció – „Jegyzetbe bújó madrich” — leirat,AI-generált,M4.1-NAR-03-VO,"„Nézd meg ezt a madrichot.
A papírra koncentrál, a válla kicsit beesik,
a tekintete szinte végig lefelé van.

Ha chanich lennél,
mennyire éreznéd azt, hogy **neked beszél**,
és mennyire azt, hogy inkább a lapja mögé próbál bújni?”",238cf16a5267908340151ce359db0c67f3cc2e67b8ef8837919d390808992c45,R3
M4.1-NAR-04,M4.1-NAR-04,elsődleges,M4,M4.1,02 Tervezet/Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md,voiceover,narration,legyártandó,produkciós szabályra vár,,Jelenet 2 narráció – „Ideges topogó madrich”,AI-generált,M4.1-NAR-04-VO,"„Most nézd meg ezt a helyzetet.
A madrich sokat mozog, topog, gyorsan beszél,
a kezei állandóan járnak.

Lehet, hogy nagyon lelkes,
de vajon a kvuca mit érez ebből?”",75b533175ae473acf7e5c06694f94e295ed6c5a4253ca974360a9f8dab2e239d,R3
M4.1-NAR-04::CAPTIONS,M4.1-NAR-04,felirat,M4,M4.1,02 Tervezet/Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md,voiceover,narration,legyártandó,produkciós szabályra vár,,Jelenet 2 narráció – „Ideges topogó madrich” — felirat,AI-generált,M4.1-NAR-04-VO,"„Most nézd meg ezt a helyzetet.
A madrich sokat mozog, topog, gyorsan beszél,
a kezei állandóan járnak.

Lehet, hogy nagyon lelkes,
de vajon a kvuca mit érez ebből?”",75b533175ae473acf7e5c06694f94e295ed6c5a4253ca974360a9f8dab2e239d,R3
M4.1-NAR-04::TRANSCRIPT,M4.1-NAR-04,leirat,M4,M4.1,02 Tervezet/Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md,voiceover,narration,legyártandó,produkciós szabályra vár,,Jelenet 2 narráció – „Ideges topogó madrich” — leirat,AI-generált,M4.1-NAR-04-VO,"„Most nézd meg ezt a helyzetet.
A madrich sokat mozog, topog, gyorsan beszél,
a kezei állandóan járnak.

Lehet, hogy nagyon lelkes,
de vajon a kvuca mit érez ebből?”",75b533175ae473acf7e5c06694f94e295ed6c5a4253ca974360a9f8dab2e239d,R3
M4.1-NAR-05,M4.1-NAR-05,elsődleges,M4,M4.1,02 Tervezet/Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md,voiceover,narration,legyártandó,produkciós szabályra vár,,"Jelenet 3 narráció – „Nyitott, stabil madrich”",AI-generált,M4.1-NAR-05-VO,"„Most nézd meg a harmadik példát.
A madrich két lábon stabilan áll,
a vállai lazák,
és mielőtt beszél, **végignéz** a csoporton.

Aztán röviden, érthetően mondja:
‘Sziasztok, ma arról fogunk beszélni, hogy…’.”",c53816fbeea8d287ededc2a5edfc2cc2b63b2e595e52935c46c714f54444ce3e,R3
M4.1-NAR-05::CAPTIONS,M4.1-NAR-05,felirat,M4,M4.1,02 Tervezet/Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md,voiceover,narration,legyártandó,produkciós szabályra vár,,"Jelenet 3 narráció – „Nyitott, stabil madrich” — felirat",AI-generált,M4.1-NAR-05-VO,"„Most nézd meg a harmadik példát.
A madrich két lábon stabilan áll,
a vállai lazák,
és mielőtt beszél, **végignéz** a csoporton.

Aztán röviden, érthetően mondja:
‘Sziasztok, ma arról fogunk beszélni, hogy…’.”",c53816fbeea8d287ededc2a5edfc2cc2b63b2e595e52935c46c714f54444ce3e,R3
M4.1-NAR-05::TRANSCRIPT,M4.1-NAR-05,leirat,M4,M4.1,02 Tervezet/Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md,voiceover,narration,legyártandó,produkciós szabályra vár,,"Jelenet 3 narráció – „Nyitott, stabil madrich” — leirat",AI-generált,M4.1-NAR-05-VO,"„Most nézd meg a harmadik példát.
A madrich két lábon stabilan áll,
a vállai lazák,
és mielőtt beszél, **végignéz** a csoporton.

Aztán röviden, érthetően mondja:
‘Sziasztok, ma arról fogunk beszélni, hogy…’.”",c53816fbeea8d287ededc2a5edfc2cc2b63b2e595e52935c46c714f54444ce3e,R3
M4.1-NAR-06,M4.1-NAR-06,elsődleges,M4,M4.1,02 Tervezet/Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md,voiceover,narration,legyártandó,produkciós szabályra vár,,SLIDE 4 közös bevezető narráció – „Mi a különbség?”,AI-generált,M4.1-NAR-06-VO,"„Most néhány pillanatképet nézünk meg.
Ugyanaz az ember, csak **más testtartással**,
más tekintettel, más helyen a térben.

A feladatod az, hogy megfogalmazd:
**mi a különbség** a két kép között,
és mit üzenhet ez a kvucának.”",6c268f491c8e130b9958b3f8b67a2f42d27a921730a22497d834d795f01a7585,R3
M4.1-NAR-06::CAPTIONS,M4.1-NAR-06,felirat,M4,M4.1,02 Tervezet/Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md,voiceover,narration,legyártandó,produkciós szabályra vár,,SLIDE 4 közös bevezető narráció – „Mi a különbség?” — felirat,AI-generált,M4.1-NAR-06-VO,"„Most néhány pillanatképet nézünk meg.
Ugyanaz az ember, csak **más testtartással**,
más tekintettel, más helyen a térben.

A feladatod az, hogy megfogalmazd:
**mi a különbség** a két kép között,
és mit üzenhet ez a kvucának.”",6c268f491c8e130b9958b3f8b67a2f42d27a921730a22497d834d795f01a7585,R3
M4.1-NAR-06::TRANSCRIPT,M4.1-NAR-06,leirat,M4,M4.1,02 Tervezet/Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md,voiceover,narration,legyártandó,produkciós szabályra vár,,SLIDE 4 közös bevezető narráció – „Mi a különbség?” — leirat,AI-generált,M4.1-NAR-06-VO,"„Most néhány pillanatképet nézünk meg.
Ugyanaz az ember, csak **más testtartással**,
más tekintettel, más helyen a térben.

A feladatod az, hogy megfogalmazd:
**mi a különbség** a két kép között,
és mit üzenhet ez a kvucának.”",6c268f491c8e130b9958b3f8b67a2f42d27a921730a22497d834d795f01a7585,R3
M4.1-NAR-07,M4.1-NAR-07,elsődleges,M4,M4.1,02 Tervezet/Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md,voiceover,narration,legyártandó,produkciós szabályra vár,,SLIDE 6 outro narráció – „Mire figyelek legközelebb?”,AI-generált,M4.1-NAR-07-VO,"„Köszi, hogy végigmentél ezen a leckén.

Ha idáig eljutottál,
akkor már tudod, hogy a testtartásod, a tekinteted
és az, hova állsz a térben,
nagyon sokat elárul arról, mennyire vagy jelen.

Nem az a cél, hogy ne izgulj,
hanem az, hogy legyen **2 dolog**, amire tudatosan figyelsz,
amikor a kvucád elé állsz.

Most írd le magadnak ezt a két dolgot –
ez lesz a saját mini vállalásod a következő peulára.”",ab6e99fc54ec7ca46e45aef50ae482e2a07c6b42c347934a592297a83146c10d,R3
M4.1-NAR-07::CAPTIONS,M4.1-NAR-07,felirat,M4,M4.1,02 Tervezet/Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md,voiceover,narration,legyártandó,produkciós szabályra vár,,SLIDE 6 outro narráció – „Mire figyelek legközelebb?” — felirat,AI-generált,M4.1-NAR-07-VO,"„Köszi, hogy végigmentél ezen a leckén.

Ha idáig eljutottál,
akkor már tudod, hogy a testtartásod, a tekinteted
és az, hova állsz a térben,
nagyon sokat elárul arról, mennyire vagy jelen.

Nem az a cél, hogy ne izgulj,
hanem az, hogy legyen **2 dolog**, amire tudatosan figyelsz,
amikor a kvucád elé állsz.

Most írd le magadnak ezt a két dolgot –
ez lesz a saját mini vállalásod a következő peulára.”",ab6e99fc54ec7ca46e45aef50ae482e2a07c6b42c347934a592297a83146c10d,R3
M4.1-NAR-07::TRANSCRIPT,M4.1-NAR-07,leirat,M4,M4.1,02 Tervezet/Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md,voiceover,narration,legyártandó,produkciós szabályra vár,,SLIDE 6 outro narráció – „Mire figyelek legközelebb?” — leirat,AI-generált,M4.1-NAR-07-VO,"„Köszi, hogy végigmentél ezen a leckén.

Ha idáig eljutottál,
akkor már tudod, hogy a testtartásod, a tekinteted
és az, hova állsz a térben,
nagyon sokat elárul arról, mennyire vagy jelen.

Nem az a cél, hogy ne izgulj,
hanem az, hogy legyen **2 dolog**, amire tudatosan figyelsz,
amikor a kvucád elé állsz.

Most írd le magadnak ezt a két dolgot –
ez lesz a saját mini vállalásod a következő peulára.”",ab6e99fc54ec7ca46e45aef50ae482e2a07c6b42c347934a592297a83146c10d,R3
M4.1-VID-01,M4.1-VID-01,elsődleges,M4,M4.1,02 Tervezet/Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md,video,ai-talking-head,legyártandó,jogtisztázás alatt,,Hook beszélő-fej videó – „Mit gondolnak rólad az első 5 másodpercben?”,AI-generált,M4.1-VID-01-VO,"„Képzeld el, hogy öt perc múlva kezdődik a peulád.
Belépsz a szobába, ott ül egy kvuca,
és hirtelen **minden szem rád néz**.

Még egy szót sem szóltál,
de már látják, hogyan állsz, hova nézel,
mennyire tűnsz jelenlévőnek vagy befeszültnek.

Ez a lecke arról szól,
hogy **mit üzen a tested** ezekben az első pillanatokban,
és mit tehetsz azért,
hogy a kvucád könnyebben tudjon **kapcsolódni hozzád**.

Nem az a cél, hogy színész legyél,
hanem hogy tudd, **mi látszik rajtad**,
és legyen 1–2 dolog, amire tudatosan figyelsz.”",b05b9278b21f46beaea4cead8620da9e0bb11d6aabe58408bd15d12560385024,"R2, R3"
