old_id,old_type,old_file,old_category,old_generate_state,v2_asset_id,v2_deliverable_id,status,reason
M4.1-LEI-04,leirat-transzkript,Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md,szöveges-ekvivalens,produce,M4.1-NAR-06,M4.1-NAR-06::TRANSCRIPT,DERIVED_NOW,"a v2-ben a(z) M4.1-NAR-06 `transcript` derivatívája, a szövegét a forrásblokk adja"
M4.1-LEI-05,leirat-transzkript,Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md,szöveges-ekvivalens,produce,M4.1-NAR-02,M4.1-NAR-02::TRANSCRIPT,DERIVED_NOW,"a v2-ben a(z) M4.1-NAR-02 `transcript` derivatívája, a szövegét a forrásblokk adja"
M4.1-NAR-01,narráció,Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md,digitális-generálandó,produce,M4.1-VID-01,M4.1-VID-01::VOICEOVER,DERIVED_NOW,"a v2-ben a(z) M4.1-VID-01 `voiceover` derivatívája, a szövegét a forrásblokk adja"
M4.1-NAR-02,narráció,Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md,digitális-generálandó,produce,M4.1-NAR-02,M4.1-NAR-02,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.1-NAR-03,narráció,Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md,digitális-generálandó,produce,M4.1-NAR-03,M4.1-NAR-03,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.1-NAR-04,narráció,Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md,digitális-generálandó,produce,M4.1-NAR-04,M4.1-NAR-04,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.1-NAR-05,narráció,Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md,digitális-generálandó,produce,M4.1-NAR-05,M4.1-NAR-05,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.1-NAR-06,narráció,Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md,digitális-generálandó,produce,M4.1-NAR-06,M4.1-NAR-06,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.1-NAR-07,narráció,Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md,digitális-generálandó,produce,M4.1-NAR-07,M4.1-NAR-07,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.1-VID-01,beszélőfej-videó,Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md,digitális-generálandó,produce,M4.1-VID-01,M4.1-VID-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.1-VID-02,interaktív-videó,Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md,digitális-generálandó,produce,M4.1-VID-02,M4.1-VID-02,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.1-VID-03,egyéb,Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md,digitális-generálandó,produce,M4.1-VID-03,M4.1-VID-03,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.1-VID-04,egyéb,Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md,digitális-generálandó,produce,M4.1-VID-04,M4.1-VID-04,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.1-VID-05,egyéb,Modulok/M4/Online leckék/M4.1 – Mit üzen a testem – Nonverbális kiállás.md,digitális-generálandó,produce,M4.1-VID-05,M4.1-VID-05,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.2-EGY-01,egyéb,Modulok/M4/Online leckék/M4.2 – Aktív hallgatás & visszatükrözés.md,digitális-generálandó,produce,M4.2-EGY-01,M4.2-EGY-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.2-EGY-02,egyéb,Modulok/M4/Online leckék/M4.2 – Aktív hallgatás & visszatükrözés.md,digitális-generálandó,produce,M4.2-EGY-02,M4.2-EGY-02,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.2-EGY-03,egyéb,Modulok/M4/Online leckék/M4.2 – Aktív hallgatás & visszatükrözés.md,digitális-generálandó,produce,M4.2-EGY-03,M4.2-EGY-03,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.2-EGY-04,egyéb,Modulok/M4/Online leckék/M4.2 – Aktív hallgatás & visszatükrözés.md,digitális-generálandó,produce,M4.2-EGY-04,M4.2-EGY-04,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.2-EGY-05,egyéb,Modulok/M4/Online leckék/M4.2 – Aktív hallgatás & visszatükrözés.md,digitális-generálandó,produce,M4.2-EGY-05,M4.2-EGY-05,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.2-FEL-01,felirat,Modulok/M4/Online leckék/M4.2 – Aktív hallgatás & visszatükrözés.md,szöveges-ekvivalens,produce,M4.2-NAR-01,M4.2-NAR-01::CAPTIONS,DERIVED_NOW,"a v2-ben a(z) M4.2-NAR-01 `captions` derivatívája, a szövegét a forrásblokk adja"
M4.2-FEL-02,felirat,Modulok/M4/Online leckék/M4.2 – Aktív hallgatás & visszatükrözés.md,szöveges-ekvivalens,produce,M4.2-NAR-02,M4.2-NAR-02::CAPTIONS,DERIVED_NOW,"a v2-ben a(z) M4.2-NAR-02 `captions` derivatívája, a szövegét a forrásblokk adja"
M4.2-FEL-03,felirat,Modulok/M4/Online leckék/M4.2 – Aktív hallgatás & visszatükrözés.md,szöveges-ekvivalens,produce,M4.2-NAR-03,M4.2-NAR-03::CAPTIONS,DERIVED_NOW,"a v2-ben a(z) M4.2-NAR-03 `captions` derivatívája, a szövegét a forrásblokk adja"
M4.2-FEL-04,felirat,Modulok/M4/Online leckék/M4.2 – Aktív hallgatás & visszatükrözés.md,szöveges-ekvivalens,produce,M4.2-NAR-04,M4.2-NAR-04::CAPTIONS,DERIVED_NOW,"a v2-ben a(z) M4.2-NAR-04 `captions` derivatívája, a szövegét a forrásblokk adja"
M4.2-IKO-01,ikon-készlet,Modulok/M4/Online leckék/M4.2 – Aktív hallgatás & visszatükrözés.md,digitális-generálandó,produce,M4.2-IKO-01,M4.2-IKO-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.2-ILL-01,illusztráció,Modulok/M4/Online leckék/M4.2 – Aktív hallgatás & visszatükrözés.md,digitális-generálandó,produce,M4.2-ILL-01,M4.2-ILL-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.2-ILL-02,illusztráció,Modulok/M4/Online leckék/M4.2 – Aktív hallgatás & visszatükrözés.md,digitális-generálandó,produce,M4.2-ILL-02,M4.2-ILL-02,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.2-ILL-03,illusztráció,Modulok/M4/Online leckék/M4.2 – Aktív hallgatás & visszatükrözés.md,digitális-generálandó,produce,M4.2-ILL-03,M4.2-ILL-03,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.2-LEI-01,leirat-transzkript,Modulok/M4/Online leckék/M4.2 – Aktív hallgatás & visszatükrözés.md,szöveges-ekvivalens,produce,M4.2-NAR-01,M4.2-NAR-01::TRANSCRIPT,DERIVED_NOW,"a v2-ben a(z) M4.2-NAR-01 `transcript` derivatívája, a szövegét a forrásblokk adja"
M4.2-LEI-02,leirat-transzkript,Modulok/M4/Online leckék/M4.2 – Aktív hallgatás & visszatükrözés.md,szöveges-ekvivalens,produce,M4.2-NAR-02,M4.2-NAR-02::TRANSCRIPT,DERIVED_NOW,"a v2-ben a(z) M4.2-NAR-02 `transcript` derivatívája, a szövegét a forrásblokk adja"
M4.2-LEI-03,leirat-transzkript,Modulok/M4/Online leckék/M4.2 – Aktív hallgatás & visszatükrözés.md,szöveges-ekvivalens,produce,M4.2-NAR-03,M4.2-NAR-03::TRANSCRIPT,DERIVED_NOW,"a v2-ben a(z) M4.2-NAR-03 `transcript` derivatívája, a szövegét a forrásblokk adja"
M4.2-LEI-04,leirat-transzkript,Modulok/M4/Online leckék/M4.2 – Aktív hallgatás & visszatükrözés.md,szöveges-ekvivalens,produce,M4.2-NAR-04,M4.2-NAR-04::TRANSCRIPT,DERIVED_NOW,"a v2-ben a(z) M4.2-NAR-04 `transcript` derivatívája, a szövegét a forrásblokk adja"
M4.2-NAR-01,narráció,Modulok/M4/Online leckék/M4.2 – Aktív hallgatás & visszatükrözés.md,digitális-generálandó,produce,M4.2-NAR-01,M4.2-NAR-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.2-NAR-02,narráció,Modulok/M4/Online leckék/M4.2 – Aktív hallgatás & visszatükrözés.md,digitális-generálandó,produce,M4.2-NAR-02,M4.2-NAR-02,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.2-NAR-03,narráció,Modulok/M4/Online leckék/M4.2 – Aktív hallgatás & visszatükrözés.md,digitális-generálandó,produce,M4.2-NAR-03,M4.2-NAR-03,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.2-NAR-04,narráció,Modulok/M4/Online leckék/M4.2 – Aktív hallgatás & visszatükrözés.md,digitális-generálandó,produce,M4.2-NAR-04,M4.2-NAR-04,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.3-ALT-01,alt-szöveg,"Modulok/M4/Online leckék/M4.3 – Kérdezési minták – nyitott, zárt, tisztázó, irányító kérdések.md",szöveges-ekvivalens,produce,M4.3-ILL-01,M4.3-ILL-01::ALTTEXT,DERIVED_NOW,"a v2-ben a(z) M4.3-ILL-01 `alt-text` derivatívája, a szövegét a forrásblokk adja"
M4.3-ALT-02,alt-szöveg,"Modulok/M4/Online leckék/M4.3 – Kérdezési minták – nyitott, zárt, tisztázó, irányító kérdések.md",szöveges-ekvivalens,produce,M4.3-DIA-01,M4.3-DIA-01::ALTTEXT,DERIVED_NOW,"a v2-ben a(z) M4.3-DIA-01 `alt-text` derivatívája, a szövegét a forrásblokk adja"
M4.3-DIA-01,animált-diagram,"Modulok/M4/Online leckék/M4.3 – Kérdezési minták – nyitott, zárt, tisztázó, irányító kérdések.md",digitális-generálandó,produce,M4.3-DIA-01,M4.3-DIA-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.3-FEL-01,felirat,"Modulok/M4/Online leckék/M4.3 – Kérdezési minták – nyitott, zárt, tisztázó, irányító kérdések.md",szöveges-ekvivalens,produce,M4.3-NAR-01,M4.3-NAR-01::CAPTIONS,DERIVED_NOW,"a v2-ben a(z) M4.3-NAR-01 `captions` derivatívája, a szövegét a forrásblokk adja"
M4.3-FEL-02,felirat,"Modulok/M4/Online leckék/M4.3 – Kérdezési minták – nyitott, zárt, tisztázó, irányító kérdések.md",szöveges-ekvivalens,produce,M4.3-NAR-02,M4.3-NAR-02::CAPTIONS,DERIVED_NOW,"a v2-ben a(z) M4.3-NAR-02 `captions` derivatívája, a szövegét a forrásblokk adja"
M4.3-FEL-03,felirat,"Modulok/M4/Online leckék/M4.3 – Kérdezési minták – nyitott, zárt, tisztázó, irányító kérdések.md",szöveges-ekvivalens,produce,M4.3-NAR-03,M4.3-NAR-03::CAPTIONS,DERIVED_NOW,"a v2-ben a(z) M4.3-NAR-03 `captions` derivatívája, a szövegét a forrásblokk adja"
M4.3-IKO-01,ikon-készlet,"Modulok/M4/Online leckék/M4.3 – Kérdezési minták – nyitott, zárt, tisztázó, irányító kérdések.md",digitális-generálandó,produce,M4.3-IKO-01,M4.3-IKO-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.3-ILL-01,illusztráció,"Modulok/M4/Online leckék/M4.3 – Kérdezési minták – nyitott, zárt, tisztázó, irányító kérdések.md",digitális-generálandó,produce,M4.3-ILL-01,M4.3-ILL-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.3-LEI-01,leirat-transzkript,"Modulok/M4/Online leckék/M4.3 – Kérdezési minták – nyitott, zárt, tisztázó, irányító kérdések.md",szöveges-ekvivalens,produce,M4.3-NAR-01,M4.3-NAR-01::TRANSCRIPT,DERIVED_NOW,"a v2-ben a(z) M4.3-NAR-01 `transcript` derivatívája, a szövegét a forrásblokk adja"
M4.3-LEI-02,leirat-transzkript,"Modulok/M4/Online leckék/M4.3 – Kérdezési minták – nyitott, zárt, tisztázó, irányító kérdések.md",szöveges-ekvivalens,produce,M4.3-NAR-02,M4.3-NAR-02::TRANSCRIPT,DERIVED_NOW,"a v2-ben a(z) M4.3-NAR-02 `transcript` derivatívája, a szövegét a forrásblokk adja"
M4.3-LEI-03,leirat-transzkript,"Modulok/M4/Online leckék/M4.3 – Kérdezési minták – nyitott, zárt, tisztázó, irányító kérdések.md",szöveges-ekvivalens,produce,M4.3-NAR-03,M4.3-NAR-03::TRANSCRIPT,DERIVED_NOW,"a v2-ben a(z) M4.3-NAR-03 `transcript` derivatívája, a szövegét a forrásblokk adja"
M4.3-NAR-01,narráció,"Modulok/M4/Online leckék/M4.3 – Kérdezési minták – nyitott, zárt, tisztázó, irányító kérdések.md",digitális-generálandó,produce,M4.3-NAR-01,M4.3-NAR-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.3-NAR-02,narráció,"Modulok/M4/Online leckék/M4.3 – Kérdezési minták – nyitott, zárt, tisztázó, irányító kérdések.md",digitális-generálandó,produce,M4.3-NAR-02,M4.3-NAR-02,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.3-NAR-03,narráció,"Modulok/M4/Online leckék/M4.3 – Kérdezési minták – nyitott, zárt, tisztázó, irányító kérdések.md",digitális-generálandó,produce,M4.3-NAR-03,M4.3-NAR-03,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.4-ALT-01,alt-szöveg,Modulok/M4/Online leckék/M4.4 – 45 mp-es peula-pitch – vázlat egy konkrét kvucára.md,szöveges-ekvivalens,produce,M4.4-ILL-01,M4.4-ILL-01::ALTTEXT,DERIVED_NOW,"a v2-ben a(z) M4.4-ILL-01 `alt-text` derivatívája, a szövegét a forrásblokk adja"
M4.4-ALT-02,alt-szöveg,Modulok/M4/Online leckék/M4.4 – 45 mp-es peula-pitch – vázlat egy konkrét kvucára.md,szöveges-ekvivalens,produce,M4.4-DIA-02,M4.4-DIA-02::ALTTEXT,DERIVED_NOW,"a v2-ben a(z) M4.4-DIA-02 `alt-text` derivatívája, a szövegét a forrásblokk adja"
M4.4-ALT-03,alt-szöveg,Modulok/M4/Online leckék/M4.4 – 45 mp-es peula-pitch – vázlat egy konkrét kvucára.md,szöveges-ekvivalens,produce,M4.4-DIA-03,M4.4-DIA-03::ALTTEXT,DERIVED_NOW,"a v2-ben a(z) M4.4-DIA-03 `alt-text` derivatívája, a szövegét a forrásblokk adja"
M4.4-ALT-05,alt-szöveg,Modulok/M4/Online leckék/M4.4 – 45 mp-es peula-pitch – vázlat egy konkrét kvucára.md,szöveges-ekvivalens,produce,M4.4-DIA-05,M4.4-DIA-05::ALTTEXT,DERIVED_NOW,"a v2-ben a(z) M4.4-DIA-05 `alt-text` derivatívája, a szövegét a forrásblokk adja"
M4.4-DIA-02,animált-diagram,Modulok/M4/Online leckék/M4.4 – 45 mp-es peula-pitch – vázlat egy konkrét kvucára.md,digitális-generálandó,produce,M4.4-DIA-02,M4.4-DIA-02,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.4-DIA-03,animált-diagram,Modulok/M4/Online leckék/M4.4 – 45 mp-es peula-pitch – vázlat egy konkrét kvucára.md,digitális-generálandó,produce,M4.4-DIA-03,M4.4-DIA-03,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.4-DIA-05,animált-diagram,Modulok/M4/Online leckék/M4.4 – 45 mp-es peula-pitch – vázlat egy konkrét kvucára.md,digitális-generálandó,produce,M4.4-DIA-05,M4.4-DIA-05,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.4-FEL-01,felirat,Modulok/M4/Online leckék/M4.4 – 45 mp-es peula-pitch – vázlat egy konkrét kvucára.md,szöveges-ekvivalens,produce,M4.4-NAR-01,M4.4-NAR-01::CAPTIONS,DERIVED_NOW,"a v2-ben a(z) M4.4-NAR-01 `captions` derivatívája, a szövegét a forrásblokk adja"
M4.4-FEL-02,felirat,Modulok/M4/Online leckék/M4.4 – 45 mp-es peula-pitch – vázlat egy konkrét kvucára.md,szöveges-ekvivalens,produce,M4.4-NAR-02,M4.4-NAR-02::CAPTIONS,DERIVED_NOW,"a v2-ben a(z) M4.4-NAR-02 `captions` derivatívája, a szövegét a forrásblokk adja"
M4.4-FEL-03,felirat,Modulok/M4/Online leckék/M4.4 – 45 mp-es peula-pitch – vázlat egy konkrét kvucára.md,szöveges-ekvivalens,produce,M4.4-NAR-03,M4.4-NAR-03::CAPTIONS,DERIVED_NOW,"a v2-ben a(z) M4.4-NAR-03 `captions` derivatívája, a szövegét a forrásblokk adja"
M4.4-FEL-05,felirat,Modulok/M4/Online leckék/M4.4 – 45 mp-es peula-pitch – vázlat egy konkrét kvucára.md,szöveges-ekvivalens,produce,M4.4-NAR-05,M4.4-NAR-05::CAPTIONS,DERIVED_NOW,"a v2-ben a(z) M4.4-NAR-05 `captions` derivatívája, a szövegét a forrásblokk adja"
M4.4-ILL-01,illusztráció,Modulok/M4/Online leckék/M4.4 – 45 mp-es peula-pitch – vázlat egy konkrét kvucára.md,digitális-generálandó,produce,M4.4-ILL-01,M4.4-ILL-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.4-LEI-01,leirat-transzkript,Modulok/M4/Online leckék/M4.4 – 45 mp-es peula-pitch – vázlat egy konkrét kvucára.md,szöveges-ekvivalens,produce,M4.4-NAR-01,M4.4-NAR-01::TRANSCRIPT,DERIVED_NOW,"a v2-ben a(z) M4.4-NAR-01 `transcript` derivatívája, a szövegét a forrásblokk adja"
M4.4-LEI-02,leirat-transzkript,Modulok/M4/Online leckék/M4.4 – 45 mp-es peula-pitch – vázlat egy konkrét kvucára.md,szöveges-ekvivalens,produce,M4.4-NAR-02,M4.4-NAR-02::TRANSCRIPT,DERIVED_NOW,"a v2-ben a(z) M4.4-NAR-02 `transcript` derivatívája, a szövegét a forrásblokk adja"
M4.4-LEI-03,leirat-transzkript,Modulok/M4/Online leckék/M4.4 – 45 mp-es peula-pitch – vázlat egy konkrét kvucára.md,szöveges-ekvivalens,produce,M4.4-NAR-03,M4.4-NAR-03::TRANSCRIPT,DERIVED_NOW,"a v2-ben a(z) M4.4-NAR-03 `transcript` derivatívája, a szövegét a forrásblokk adja"
M4.4-LEI-05,leirat-transzkript,Modulok/M4/Online leckék/M4.4 – 45 mp-es peula-pitch – vázlat egy konkrét kvucára.md,szöveges-ekvivalens,produce,M4.4-NAR-05,M4.4-NAR-05::TRANSCRIPT,DERIVED_NOW,"a v2-ben a(z) M4.4-NAR-05 `transcript` derivatívája, a szövegét a forrásblokk adja"
M4.4-NAR-01,narráció,Modulok/M4/Online leckék/M4.4 – 45 mp-es peula-pitch – vázlat egy konkrét kvucára.md,digitális-generálandó,produce,M4.4-NAR-01,M4.4-NAR-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.4-NAR-02,narráció,Modulok/M4/Online leckék/M4.4 – 45 mp-es peula-pitch – vázlat egy konkrét kvucára.md,digitális-generálandó,produce,M4.4-NAR-02,M4.4-NAR-02,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.4-NAR-03,narráció,Modulok/M4/Online leckék/M4.4 – 45 mp-es peula-pitch – vázlat egy konkrét kvucára.md,digitális-generálandó,produce,M4.4-NAR-03,M4.4-NAR-03,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.4-NAR-05,narráció,Modulok/M4/Online leckék/M4.4 – 45 mp-es peula-pitch – vázlat egy konkrét kvucára.md,digitális-generálandó,produce,M4.4-NAR-05,M4.4-NAR-05,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.A-KART-01,print-kártya,Modulok/M4/Peulák/M4.A – Állj oda! – Kiállás & jelenlét a térben.md,print-fizikai,produce,M4.A-KART-01,M4.A-KART-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.A-MUNK-01,print-munkalap,Modulok/M4/Peulák/M4.A – Állj oda! – Kiállás & jelenlét a térben.md,print-fizikai,produce,M4.A-MUNK-01,M4.A-MUNK-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.A-MUNK-02,print-munkalap,Modulok/M4/Peulák/M4.A – Állj oda! – Kiállás & jelenlét a térben.md,print-fizikai,produce,M4.A-MUNK-02,M4.A-MUNK-02,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.A-MUNK-03,print-munkalap,Modulok/M4/Peulák/M4.A – Állj oda! – Kiállás & jelenlét a térben.md,print-fizikai,produce,M4.A-MUNK-03,M4.A-MUNK-03,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.A-POSZ-01,print-poszter,Modulok/M4/Peulák/M4.A – Állj oda! – Kiállás & jelenlét a térben.md,print-fizikai,produce,M4.A-POSZ-01,M4.A-POSZ-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.B-ALT-01,alt-szöveg,Modulok/M4/Peulák/M4.B – Mit és hogyan kérdezek – Kérdezés & pitch gyakorlása.md,szöveges-ekvivalens,produce,M4.B-POSZ-01,M4.B-POSZ-01,MERGED_INTO_PARENT,a v2-ben a(z) M4.B-POSZ-01 deklarációjának része (nincs külön legyártandó `alt-text` deliverable)
M4.B-MUNK-01,print-munkalap,Modulok/M4/Peulák/M4.B – Mit és hogyan kérdezek – Kérdezés & pitch gyakorlása.md,print-fizikai,produce,M4.B-MUNK-01,M4.B-MUNK-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.B-MUNK-02,print-munkalap,Modulok/M4/Peulák/M4.B – Mit és hogyan kérdezek – Kérdezés & pitch gyakorlása.md,print-fizikai,produce,M4.B-MUNK-02,M4.B-MUNK-02,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.B-MUNK-03,print-munkalap,Modulok/M4/Peulák/M4.B – Mit és hogyan kérdezek – Kérdezés & pitch gyakorlása.md,print-fizikai,produce,M4.B-MUNK-03,M4.B-MUNK-03,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.B-POSZ-01,print-poszter,Modulok/M4/Peulák/M4.B – Mit és hogyan kérdezek – Kérdezés & pitch gyakorlása.md,print-fizikai,produce,M4.B-POSZ-01,M4.B-POSZ-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.F-EGY-01,egyéb,"Modulok/M4/Peulák/M4.F – Felzárkóztató peula – Test, hang, kérdések & pitch (Study Lab).md",print-fizikai,produce,M4.F-EGY-01,M4.F-EGY-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.F-EGY-02,egyéb,"Modulok/M4/Peulák/M4.F – Felzárkóztató peula – Test, hang, kérdések & pitch (Study Lab).md",print-fizikai,produce,M4.F-EGY-02,M4.F-EGY-02,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.F-MUNK-01,print-munkalap,"Modulok/M4/Peulák/M4.F – Felzárkóztató peula – Test, hang, kérdések & pitch (Study Lab).md",print-fizikai,produce,M4.F-MUNK-01,M4.F-MUNK-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.F-MUNK-02,print-munkalap,"Modulok/M4/Peulák/M4.F – Felzárkóztató peula – Test, hang, kérdések & pitch (Study Lab).md",print-fizikai,produce,M4.F-MUNK-02,M4.F-MUNK-02,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.F-POSZ-01,print-poszter,"Modulok/M4/Peulák/M4.F – Felzárkóztató peula – Test, hang, kérdések & pitch (Study Lab).md",print-fizikai,produce,M4.F-POSZ-01,M4.F-POSZ-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M4.F-POSZ-02,print-poszter,"Modulok/M4/Peulák/M4.F – Felzárkóztató peula – Test, hang, kérdések & pitch (Study Lab).md",print-fizikai,produce,M4.F-POSZ-02,M4.F-POSZ-02,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M5.1-ALT-01,alt-szöveg,"Modulok/M5/Online leckék/M5.1 – Mi a nonformális nevelés – Suli, Somer, random.md",szöveges-ekvivalens,produce,M5.1-VID-01,M5.1-VID-01,MERGED_INTO_PARENT,a v2-ben a(z) M5.1-VID-01 deklarációjának része (nincs külön legyártandó `alt-text` deliverable)
M5.1-ALT-02,alt-szöveg,"Modulok/M5/Online leckék/M5.1 – Mi a nonformális nevelés – Suli, Somer, random.md",szöveges-ekvivalens,produce,M5.1-DIA-01,M5.1-DIA-01::ALTTEXT,DERIVED_NOW,"a v2-ben a(z) M5.1-DIA-01 `alt-text` derivatívája, a szövegét a forrásblokk adja"
M5.1-ALT-03,alt-szöveg,"Modulok/M5/Online leckék/M5.1 – Mi a nonformális nevelés – Suli, Somer, random.md",szöveges-ekvivalens,produce,M5.1-DIA-01,M5.1-DIA-01::ALTTEXT,DERIVED_NOW,"a v2-ben a(z) M5.1-DIA-01 `alt-text` derivatívája, a szövegét a forrásblokk adja"
M5.1-ALT-04,alt-szöveg,"Modulok/M5/Online leckék/M5.1 – Mi a nonformális nevelés – Suli, Somer, random.md",szöveges-ekvivalens,produce,M5.1-VID-02,M5.1-VID-02,MERGED_INTO_PARENT,a v2-ben a(z) M5.1-VID-02 deklarációjának része (nincs külön legyártandó `alt-text` deliverable)
M5.1-DIA-01,animált-diagram,"Modulok/M5/Online leckék/M5.1 – Mi a nonformális nevelés – Suli, Somer, random.md",digitális-generálandó,produce,M5.1-DIA-01,M5.1-DIA-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M5.1-EGY-01,egyéb,"Modulok/M5/Online leckék/M5.1 – Mi a nonformális nevelés – Suli, Somer, random.md",szöveges-ekvivalens,produce,M5.1-EGY-01,M5.1-EGY-01,PRESERVED,azonos azonosítójú szemantikus asset a jelenlegi forrásban
M5.1-FEL-01,felirat,"Modulok/M5/Online leckék/M5.1 – Mi a nonformális nevelés – Suli, Somer, random.md",szöveges-ekvivalens,produce,M5.1-VID-01,M5.1-VID-01::CAPTIONS,DERIVED_NOW,"a v2-ben a(z) M5.1-VID-01 `captions` derivatívája, a szövegét a forrásblokk adja"
M5.1-FEL-02,felirat,"Modulok/M5/Online leckék/M5.1 – Mi a nonformális nevelés – Suli, Somer, random.md",szöveges-ekvivalens,produce,M5.1-NAR-02,M5.1-NAR-02::CAPTIONS,DERIVED_NOW,"a v2-ben a(z) M5.1-NAR-02 `captions` derivatívája, a szövegét a forrásblokk adja"
M5.1-FEL-03,felirat,"Modulok/M5/Online leckék/M5.1 – Mi a nonformális nevelés – Suli, Somer, random.md",szöveges-ekvivalens,produce,M5.1-VID-02,M5.1-VID-02::CAPTIONS,DERIVED_NOW,"a v2-ben a(z) M5.1-VID-02 `captions` derivatívája, a szövegét a forrásblokk adja"
