ID,Modul,Egység,Fájltípus,Forrásfájl,Sor,Típus,Altípus,Produkciós mód,Státusz,Készültségi akadály,Cím,Mit kell gyártani,Miért (cél),Forrásblokk,Felmondandó / generálandó szöveg (élő forrásból),Forrás-hash,Alt-forrásblokk,Alt-szöveg (élő forrásból),A11y,Eredet,Eredet-megjegyzés,Tech-spec,Derivatívák,Deliverable-ek,Újrahasznosítás célja,Külső forrás,Blokkolók,Produkciós szabályok,Emberi döntés,Megjegyzés,Spec-hash,Régi ID-k
M7.3-NAR-05,M7,M7.3,online-lecke,"02 Tervezet/Modulok/M7/Online leckék/M7.3 – Zmán Kvucá-checklist – idő, tér, felelősség.md",723,voiceover,narration,legyártandó,produkciós szabályra vár,,"OUTRO narráció – híd a Moodle Checklistre (SLIDE 6, opcionális)","20–30 mp magyar narráció (opcionális): átvezetés a Moodle Checklistre; csak azt pipáld, ami ténylegesen kiderül; a hiányok kérdésként mehetnek a vezető felé; ugyanezt a saját Zmán Kvucáknál is használod.",Átvezetés a konkrét Moodle Checklist-aktivitásra.,M7.3-NAR-05-VO,"„Most egy Moodle Checklistben fogod végignézni
a péntek esti mintaprogramot a Zmán Kvucá-checklist 5 területe mentén.

Csak azt pipáld ki, ami **ténylegesen kiderül** a leírásból.
Ami nem derül ki vagy kérdéses, azt hagyd üresen,
és nyugodtan jelöld kérdésként a vezetőd felé.

Ez még csak gyakorlás –
ugyanezt a szemléletet fogod használni
a **saját Zmán Kvucáidnál** is.”",350be51ad2e61ec4600c0387a6020e11a500973caf113f40767cd7a7260b4dd9,,,"note: Ha elkészül: felirat + leirat szükséges (M7.3-NAR-05::CAPTIONS, M7.3-NAR-05::TRANSCRIPT).",AI-generált,"AI-generált narráció, a tartalmat madrich lektorálta","note: Hang, kb. 20–30 mp, magyar; opcionális elem.","captions, transcript","M7.3-NAR-05, M7.3-NAR-05::CAPTIONS, M7.3-NAR-05::TRANSCRIPT",,,R3,"R1, R3",,"Opcionális; ha legyártják, jár felirat/leirat is.",03ba5ef3a66c0aab483c478737f66027d90ade6799febfdc94bdb55c697f210e,asset: M7.3-NAR-05 | captions: M7.3-FEL-05 | transcript: M7.3-LEI-05
M7.3-VID-01,M7,M7.3,online-lecke,"02 Tervezet/Modulok/M7/Online leckék/M7.3 – Zmán Kvucá-checklist – idő, tér, felelősség.md",72,video,ai-talking-head,legyártandó,jogtisztázás alatt,,HOOK beszélő-fej: „Zmán Kvucá = csak programidő…?”,"AI beszélő-fej videó, 16:9, 30–40 mp, semleges someres hangulatú háttér. A narrátor bevezeti a Zmán Kvucá fogalmát: nem random játék, hanem az idő, amikor egy kvuca madrichként rád van bízva (hol, mennyien, mi a cél, mi van ha gáz van).","Bevonás, azonnali keretezés: kvuca-idő ≠ random program.",M7.3-VID-01-VO,"„Szia!
A Somerben sokszor mondjuk azt, hogy **Zmán Kvucá**.

Sokszor úgy használjuk, hogy
*„amikor program van a kvucával”* –
de valójában ez **több, mint random játékidő**.

Zmán Kvucá = az az **idő**, amikor egy kvuca
**rád van bízva madrichként**:
itt fontos, hogy hol vagytok, mennyien vagytok, mi a cél,
és mi történik, ha valami gáz van.

Nézzük meg, mit jelent ez a gyakorlatban.”",2a6b5f0207d85cfe17ebeea4779fc50c58621a774e42156c0623ddec8d3c9d4f,,,"audio: spoken; visual: decorative; alt_note: a videóelem dekoratív: a tartalmat a felirat és a leirat szó szerint lefedi; note: Felirat (beégetett/zárt) + leirat/transzkript kötelező (M7.3-VID-01::CAPTIONS, M7.3-VID-01::TRANSCRIPT); AI-provenance felirat a videó alá (lecke-meta 29. sor).",AI-generált,"AI-generált (avatar + narráció), a tartalmat madrich lektorálta","note: Videó 16:9, 30–40 mp, magyar narráció, felirattal; alá kiírva: „AI-generált avatar, narrációt madrich lektorálta”.","voiceover, captions, transcript","M7.3-VID-01, M7.3-VID-01::VOICEOVER, M7.3-VID-01::CAPTIONS, M7.3-VID-01::TRANSCRIPT",,,"R2, R3","R1, R2, R3",,"Összetartozik: M7.3-VID-01::VOICEOVER (hang), M7.3-VID-01::CAPTIONS (felirat), M7.3-VID-01::TRANSCRIPT (leirat). A slide-on a videó alatt Single Choice kérdés (nem asset).",7c95ed4f7f55710b275839be5c0dfa53dccc47a4099604f1eb09c33da104dad2,asset: M7.3-VID-01 | voiceover: M7.3-NAR-01 | captions: M7.3-FEL-01 | transcript: M7.3-LEI-01
M7.4-DIA-01,M7,M7.4,online-lecke,02 Tervezet/Modulok/M7/Online leckék/M7.4 – Peula v1 + AI – első modulproduktum-vázlat.md,214,diagram,,legyártandó,produkciós szabályra vár,,3 építőkocka diagram – SMART cél / Peula 11 pontja / Zmán Kvucá,"Diagram/ábra három kártyával vagy oszloppal (mobilon egymás alatt): 1) SMART nevelési cél (M7.1), 2) Peula 11 pontja (M7.2) – Előkészítés/Megírás/Utómunka-safety csoportosítással, 3) Zmán Kvucá-checklist (M7.3) – 5 terület. Vizualizálja, mire épül a Peula v2.","Az M7.1–M7.3 három kulcsfogalmának vizuális összekapcsolása, a Peula v2 alapszerkezetének megmutatása.",,,,,,"visual: informative; alt_note: a lecke előírja az alt-szöveget, de a végleges szöveget a legyártott vizuál alapján kell megírni; note: Kell alt-szöveg (lásd M7.4-DIA-01::ALTTEXT), amely felsorolja a 3 építőkockát és tartalmukat; a részletes szövegtartalom a dián valós HTML-szövegként is megjelenik (173–188), így képernyőolvasóval elérhető",AI-generált,"AI-generált (diagram), madrich lektorálta","note: reszponzív (desktop 3 oszlop / mobil 1 oszlop egymás alatt), magyar feliratozású elemek, H5P-slide-ba ágyazva",alt-text,"M7.4-DIA-01, M7.4-DIA-01::ALTTEXT",,,R5,"R1, R5",,"A diagram szövegtartalma a SLIDE 2 „Szöveg a dián"" blokkból jön (173–188). A „📂 Portfólió-beemelés"" doboz (192–210) és a Mini True/False (214–231) tiszta H5P-szöveg/interakció, nem külön media-asset.",ce8e5cb5c122fbba4c4dda24ccefc5955ca2008bd9aa7398cd9b62188f920f52,asset: M7.4-DIA-01 | alt-text: M7.4-ALT-01
M7.4-IKO-01,M7,M7.4,online-lecke,02 Tervezet/Modulok/M7/Online leckék/M7.4 – Peula v1 + AI – első modulproduktum-vázlat.md,335,icon-set,,újrahasznosítás,specifikáció kész,,Kvuca-típus piktogramok – Parparim / Kivsza / Leviatan / Zorea,"Négy piktogram/ikon a kvuca-típus választóhoz: Parparim (pillangó, 6–10 év), Kivsza (bárány, 11–13 év), Leviatan (bálna, 14–16 év), Zorea (csíra/növény, 16+). Egységes ikon-/piktogram-stílusban, a Single Choice opciókhoz illesztve.","Vizuális támogatás a kvuca-típus választáshoz, korosztály-felismerés segítése az ACTIVITY 1 döntésnél.",,,,,,"visual: informative; alt_note: a lecke előírja az alt-szöveget, de a végleges szöveget a legyártott vizuál alapján kell megírni; note: Kell alt-szöveg mind a 4 piktogramhoz (lásd M7.4-IKO-01)",AI-generált,"AI-generált (piktogramok), madrich lektorálta","note: 4 db kompatibilis ikon/piktogram, áttetsző háttér, mobil-first méretezés, H5P Single Choice opciókhoz",,,M3.2-IKO-01,,,,,"Újrahasznosítás indoklása (v1 dedup): Azonos négy ikon. Eltérés csak a felhasználásban: M3.2-ben kártyákon/oszlopfejekben/táblázatban ismétlődve, M7.4-ben Single Choice opciókhoz illesztett piktogramként (korosztály-címkével: 6–10 / 11–13 / 14–16 / 16+). A vizuális asset ugyanaz. A forrás (38. sor) „illusztráció""-ként hivatkozik rájuk, de tartalmilag piktogram-/ikon-készlet (4 egységes elem) → assetType ikon-készlet, ezért az ID-rövidítés is IKO (nem ILL, hogy az ID-séma típushoz illeszkedjen). Meta §1 szerint AI-generált; provenance-jelölés D1.3 szerint. Az emoji-jelölések (🦋🐑🐋🌱) a forrásban orientálnak a vizuál tartalmára.",d60d5e8e787c9840494d48b7cd50ff9a9930da55e29eecc2b369a34ea8d136ee,asset: M7.4-IKO-01 | alt-text: M7.4-ALT-02
M7.4-NAR-01,M7,M7.4,online-lecke,02 Tervezet/Modulok/M7/Online leckék/M7.4 – Peula v1 + AI – első modulproduktum-vázlat.md,366,voiceover,narration,legyártandó,produkciós szabályra vár,,Opcionális narráció – ACTIVITY 1 (kvuca-típus + meta + SMART cél),"Opcionális hang-narráció (20–30 mp), amely végigvezeti a tanulót az ACTIVITY 1 lépésein: kvuca-típus választás, kvuca-meta és SMART cél megírása, hangsúlyozva, hogy nem dolgozat, elég ha a tanuló érti a kvucát és a tervezett változást.",Hangos vezetés és bátorítás az ACTIVITY 1 kitöltéséhez.,M7.4-NAR-01-VO,"„Most kiválasztasz egy kvucát,
megírod hozzá a kvuca infókat és a SMART célt.
Nem dolgozatot kérünk – a lényeg, hogy **érthető legyen**,
milyen kvucára és milyen változást tervezel.”",26b8ac3e53b88fad5128835e145b3a58ece5d72b0b2d48e6a6e537e0c516a7f4,,,"note: Kell felirat (M7.4-NAR-01::CAPTIONS) ÉS leirat/transzkript (M7.4-NAR-01::TRANSCRIPT), ha a narrációt legyártják",AI-generált,"AI-generált (TTS) vagy emberi-felvétel narráció, madrich-lektorált","note: 20–30 mp audió, magyar nyelv, mobil-first H5P slide-ba","captions, transcript","M7.4-NAR-01, M7.4-NAR-01::CAPTIONS, M7.4-NAR-01::TRANSCRIPT",,,R3,"R1, R3",,"Opcionális elem; ha legyártják, szöveges ekvivalens szükséges.",cae5d45292e1d7bb4712dc45b586dfe8c97225c29689dbb188d3f2c334d0c6eb,asset: M7.4-NAR-01 | captions: M7.4-FEL-02 | transcript: M7.4-LEI-02
M7.4-NAR-02,M7,M7.4,online-lecke,02 Tervezet/Modulok/M7/Online leckék/M7.4 – Peula v1 + AI – első modulproduktum-vázlat.md,602,voiceover,narration,legyártandó,produkciós szabályra vár,,Opcionális narráció – OUTRO (gratuláció + next step),"Opcionális hang-narráció (20–30 mp): gratulál, hogy megvan a Peula v2 alapja, és átvezet a Moodle Assignmenthez, jelezve hogy a következő lépésben együtt fejlesztik tovább.","Lezárás, motiváció és híd a Moodle Assignmenthez az OUTRO-ban.",M7.4-NAR-02-VO,"„Gratulálok – megvan a saját Peula v1 vázlatod, ez lesz az alapja a végleges Peula v2-dnek.
Most már csak le kell írnod az Assignmentben,
és a következő lépésben együtt fejlesztjük tovább.”",9f59ced4b07269ac0dfba9faa5ff0b494e0e60272536314fcd78013d0e3a9840,,,"note: Kell felirat (M7.4-NAR-02::CAPTIONS) ÉS leirat/transzkript (M7.4-NAR-02::TRANSCRIPT), ha a narrációt legyártják",AI-generált,"AI-generált (TTS) vagy emberi-felvétel narráció, madrich-lektorált","note: 20–30 mp audió, magyar nyelv, mobil-first H5P slide-ba","captions, transcript","M7.4-NAR-02, M7.4-NAR-02::CAPTIONS, M7.4-NAR-02::TRANSCRIPT",,,R3,"R1, R3",,"Opcionális elem; ha legyártják, szöveges ekvivalens szükséges.",dadb9a31831597ad90de319a1880fe62828b5230dd9b77b62a75f1d045763894,asset: M7.4-NAR-02 | captions: M7.4-FEL-03 | transcript: M7.4-LEI-03
M7.4-VID-01,M7,M7.4,online-lecke,02 Tervezet/Modulok/M7/Online leckék/M7.4 – Peula v1 + AI – első modulproduktum-vázlat.md,105,video,ai-talking-head,legyártandó,jogtisztázás alatt,,HOOK – AI beszélő fej: papíron szép vs. vállalható peula,"16:9 AI beszélő-fej videó, 30–40 mp. A narráció szembeállítja a „papíron gyönyörű, de 45 percbe nem férő, B-terv és safety nélküli"" peulát a „nem tökéletes, de világos célú, reális, vállalható"" peulával, és bevezeti, hogy a leckében egy vállalható Peula vázat raknak össze, amit Zmán Kvucában is el lehet képzelni.","Bevonás, azonosulás; érzelmi keretezés a „vállalható peula"" üzenet köré a HOOK-ban.",M7.4-VID-01-VO,"„Szia!
Lehet, hogy már láttál olyan peulatervet,
ami **papíron gyönyörű volt** –
de 45 percbe nem fért bele,
nem volt B-terv,
és a biztonsági szempontok is bizonytalanok voltak.

És olyan peulát is,
ami papíron nem volt ‘tökéletes’,
de a cél világos volt,
a lépések reálisak,
és **madrichként vállalhatónak érezted**.

Ebben a leckében egy ilyen,
**vállalható Peula vázat** rakunk össze –
olyat, amit tényleg el tudnál képzelni, hogy megtartod Zmán Kvucában.”",bc4a9cd4b2227730e6f27bcb4f5e2123a7aae8b2e793ed5bca45ccb4f69e9bba,,,"audio: spoken; visual: decorative; alt_note: a videóelem dekoratív: a tartalmat a felirat és a leirat szó szerint lefedi; note: Kell felirat (HU, M7.4-VID-01::CAPTIONS) ÉS leirat/transzkript (M7.4-VID-01::TRANSCRIPT) a narráció szövegéről",AI-generált,"AI-generált (avatar + narráció), madrich lektorálta kiadás előtt – feltüntetendő a videó alatt: „AI-generált avatar, narrációt madrich lektorálta""","note: 16:9, 30–40 mp, magyar nyelvű narráció, beégetett/kapcsolható felirat, mobil-first H5P Course Presentation slide-ba ágyazva","voiceover, captions, transcript","M7.4-VID-01, M7.4-VID-01::VOICEOVER, M7.4-VID-01::CAPTIONS, M7.4-VID-01::TRANSCRIPT",,,"R2, R3","R1, R2, R3",,"Összekapcsolódik: M7.4-VID-01::CAPTIONS (felirat) + M7.4-VID-01::TRANSCRIPT (leirat) + SLIDE 1 Single Choice kérdés (nem media-asset, tiszta H5P-szöveg). Provenance-jelölés D1.3 szerint kötelező (meta §1, 40. sor).",3a97e74b20dfa13cded0bdf9d8d23a775973613de106ce5ccc601d3d44ccafba,asset: M7.4-VID-01 | captions: M7.4-FEL-01 | transcript: M7.4-LEI-01
M7.A-KART-01,M7,M7.A,peula,02 Tervezet/Modulok/M7/Peulák/M7.A – Célból peula – SMART & 11 pont élőben.md,135,card-set,,legyártandó,produkciós szabályra vár,,„Szétfolyó cél” kártyaszett a sarok-játékhoz,"10–12 db nyomtatott kártya, mindegyiken egy célnak látszó mondat someres szituációkra: egy részük SZÉTFOLYÓ vágy, egy részük SMART-KÖZELI. A forrás 5 konkrét mintamondatot ad (ezeket be kell emelni): „Jó hangulat legyen Purimon.”; „A kvuca értse meg a Szolidaritás fogalmát.”; „Beszéljünk a háborúról.” (mindhárom szétfolyó); valamint „A Kivsza kvuca (kb. 11–13 év) a következő hónap végére legalább 2 új játékot tud, amit ők maguk magyaráznak el egymásnak.” és „A Parparim kvuca (kb. 6–10 év, ~9–10 évesekre lőve) a 45 perces peula alatt legalább 1-szer, kb. 1 perces körben végighallgatja a többieket.” (mindkettő SMART-közeli). FIGYELEM – tartalmi hiány: a forrás csak 5 mondatot ad, de 10–12 kártyás szettet kér; a fennmaradó 5–7 kártyához ÚJ, a mintázathoz illeszkedő someres mondatokat kell írni (jellemzően több szétfolyó + 1–2 további SMART-közeli). A kártyán CSAK a mondat látszik – a besorolás-kulcs NEM kerül a kártyára (az a M7.A-MUNK-02 képzői kulcsban van). A játék során a 10–12-ből csak 4–6 kerül felolvasásra (117. sor).",A blokk 2 mozgásos sarok-játékának fizikai eszköze: a madrichok élményben (A/B sarokba állással) különböztetik meg a szétfolyó vágyat a SMART-közeli céltól.,,,,,,"note: Nagy, jól olvasható tipográfia (a képző hangosan olvassa fel). A kártyaszöveg önmagában szöveges, alt-szöveg nem releváns. Digitális kísérő esetén a teljes mondatlista szöveges formában mellékelendő.",emberi,emberi-felvétel,"note: 10–12 db kártya, A6 vagy névjegy-méret, vastag karton / lamináció ajánlott, magyar nyelv, nagy, felolvasásra alkalmas tipográfia. Print-ready PDF.",print-pdf,"M7.A-KART-01, M7.A-KART-01::PRINTPDF",,,R5,R5,,"Ugyanaz a szett a 2.1, a 4.2 blokk és az 5. checklist (285. sor) szerint (10–12 db). A besorolás-kulcs külön képzői segédletbe (M7.A-MUNK-02) megy, NE a kártyára. Megjegyzés: a 34. soron a mintamondatok kissé eltérő megfogalmazásban szerepelnek („Jó legyen a hangulat Purimon”, „Legyen beszélgetés a háborúról”) – a 118–122. sor kanonikus szövege irányadó.",770661c3e070469eceabda64e0a6e71ad66bb6aa2ff88ec8daab9f22b9e13bb1,asset: M7.A-KART-01
M7.A-KART-02,M7,M7.A,peula,02 Tervezet/Modulok/M7/Peulák/M7.A – Célból peula – SMART & 11 pont élőben.md,239,card-set,,legyártandó,produkciós szabályra vár,,"Minta-peula-ötlet kártyák (tartalék, ha valaki elakad)","3–4 db nyomtatott minta-peula-ötlet kártya, mindegyiken egy ötlet + a hozzá tartozó kvuca-név és korosztály, hogy az elakadó azonnal tudjon „kire” gondolni. A forrás 4 mintát ad: (1) Hanuka-peula a Parparim kvucának (6–10 év) – fény/sötétség témán át „mitől félek / mi ad biztonságot”; (2) Első kvuca-alkalom a Kivsza kvucának (kb. 11–13 év) – ismerkedés + közös kvuca-szabályok; (3) Konfliktuskezelő peula a Leviatan kvucának (kb. 14–16 év) – tipikus kvucán belüli súrlódás megbeszélése; (4) Élménybeszámoló-peula machané után – „mit viszek haza a táborból”, kapcsolódás és lezárás.","Hogy senki ne maradjon ötlet nélkül a mini-workshopban – aki elakad, azonnal választhat egy konkrét kvuca-névvel ellátott ötletet.",,,,,,"note: Olvasható tipográfia; szöveges tartalom, alt-szöveg nem releváns. A mintaszövegek listája digitálisan mellékelendő.",emberi,emberi-felvétel,"note: 3–4 db kártya, A6 vagy A5 méret, karton / lamináció, magyar nyelv. Print-ready PDF.",print-pdf,"M7.A-KART-02, M7.A-KART-02::PRINTPDF",,,R5,R5,,Tartalék-eszköz a blokk 3-hoz; külön a 4.2 szétfolyó-cél kártyáktól (M7.A-KART-01).,cbb0e1b0fc74664b1788b4b13da04072b7bd1524011c842187e5658e5afbccbc,asset: M7.A-KART-02
M7.A-MUNK-01,M7,M7.A,peula,02 Tervezet/Modulok/M7/Peulák/M7.A – Célból peula – SMART & 11 pont élőben.md,481,worksheet,,legyártandó,produkciós szabályra vár,,Képzői checklist (1 A4) – peula előtti átfutó,"Egyoldalas képzői ellenőrzőlista a peula előtti átfutáshoz, 5 fő blokkal a forrás szerint: 1) Meta tiszta (két fő fókusz: SMART someres nyelven + 11 pontból 3–4 kulcspont; M7.1–M7.2 kapcsolat); 2) Eszközök előkészítve (szétfolyó-cél kártyák 10–12 db; papír / post-it + toll mindenkinek; 11 pont jól láthatóan kint; hely a sarok-játékhoz és kiscsoport-munkához); 3) Safety keret (nem kell érzékeny példa, lehet kitalált/light; kit szólít meg – mentor/képzésfelelős); 4) Időkeret (hol rövidít, ha csúszik: kevesebb mondat / 2 önkéntes / 3 pont a 4 helyett); 5) Híd (M7.3 Zmán Kvucá-checklist / M7.4 Peula v2 felé).","A képző gyors, nyomtatható felkészülési segédlete a peula előtt.",,,,,,note: —,emberi,emberi-felvétel,"note: 1 A4 oldal, magyar nyelv, checkbox-os listaformátum. Print-ready PDF.",print-pdf,"M7.A-MUNK-01, M7.A-MUNK-01::PRINTPDF",,,R5,R5,,Önállóan nyomtatandó képzői anyag; tartalmilag a 2.1/2.3 eszközöket és a 3. percbontás rövidítési logikáját tükrözi.,9d9a32b92a3e630d78beae7f796d20ef45d314e78dbce070899d623f84040b12,asset: M7.A-MUNK-01
M7.A-MUNK-02,M7,M7.A,peula,02 Tervezet/Modulok/M7/Peulák/M7.A – Célból peula – SMART & 11 pont élőben.md,169,worksheet,,legyártandó,produkciós szabályra vár,,Képzői felolvasó-kulcs a sarok-játékhoz (besorolás + indok),"Képzőnek szóló, NEM résztvevői, nyomtatott segédlap, amely minden kártyamondathoz megadja a besorolást (szétfolyó vs. SMART-közeli) ÉS a forrásbeli rövid indoklást: „nincs konkrét kvuca, nincs megfigyelhető viselkedés, nem tudod, mikor teljesült”; „a megérti nem látszik kívülről; mit csinálnának másképp?”; „téma, nem cél; nincs benne kvuca, idő, eredmény”; „konkrét kvuca + időtáv + megfigyelhető viselkedés”. Tartalmazza a Parparim alsó korhatárra (6–7 év) vonatkozó Achievable-figyelmeztetést is (a hosszabb csendes figyelem ott még nem reális, a mértéket korosztályhoz kell igazítani). A M7.A-KART-01 mondataival 1:1 párban.","Hogy a képző a sarok-játék közben magabiztosan tudja a helyes besorolást és indoklást, anélkül hogy a zárójeles kulcsot felolvasná.",,,,,,note: —,emberi,emberi-felvétel,"note: 1 A4 oldal, magyar nyelv, szöveges segédlet (kizárólag képzőnek). Print-ready PDF.",print-pdf,"M7.A-MUNK-02, M7.A-MUNK-02::PRINTPDF",,,R5,R5,,"A M7.A-KART-01 kártyaszetthez tartozik; a kettő együtt használandó. KATEGÓRIA-JAVÍTVA: eredetileg „szöveges-ekvivalens / egyéb” volt – valójában nyomtatott képzői segédanyag (print-fizikai / print-munkalap). ID-JAVÍTVA: korábban M7.A-EGY-01, ami ellentmondott a print-munkalap típusnak (EGY = egyéb); az ID-séma szerint print-munkalap → MUNK, és mivel a M7.A-MUNK-01 (checklist) már foglalt, ez M7.A-MUNK-02 lett.",9ba62da40e69f4f81020f38cf556bc8dfd5bd53845d4ce8415dedd3ebd391522,asset: M7.A-MUNK-02
M7.A-POSZ-01,M7,M7.A,peula,02 Tervezet/Modulok/M7/Peulák/M7.A – Célból peula – SMART & 11 pont élőben.md,273,poster,,legyártandó,produkciós szabályra vár,,„Peula 11 pontja” flipchart / poszter – kanonikus pont-lista,"Nagy, falra rakható csomagolópapír / flipchart-lap vagy poszter a Peula 11 pont rövid, KANONIKUS, sorszámozott listájával (1. Téma & modul … 11. Utóreflexió – Peula v2). A forrás kiemeli: a kanonikus, sorszámozott nevekre kell hivatkozni, NE rövidített álneveket adni, hogy az online M7.2 leckével és a KAPU-kvíz pont-fázis kérdéseivel egységes maradjon. A teljes kvuca számára jól olvasható. A pont-tartalmat az M7.2 online lecke 11-pont kanonjából kell átvenni, nem újraírni.",Referencia-felület a blokk 3-hoz és a galéria-sétához: a párok/hármasok erről jelölik ki a 4 (vagy 3) kulcspontot; közös nyelvet ad a teljes peulához.,,,,,,"note: Magas kontraszt, nagy betű, terem-távolságra olvasható. Alternatíva projektorral kivetítve. A 11 pont teljes szöveges listája digitálisan is mellékelendő alt/leirat gyanánt.",emberi,emberi-felvétel,"note: Min. A1/A0 poszter vagy csomagolópapír-méret, magyar nyelv, sorszámozott 11 pont, terem-távolságból olvasható nagy tipográfia. Print-ready PDF + opcionálisan kivetíthető (projektoros) verzió.",print-pdf,"M7.A-POSZ-01, M7.A-POSZ-01::PRINTPDF",,,R5,R5,,"Forrás szerint a tartalom az online M7.2 lecke 11-pont kanonjával azonos – onnan átveendő, nem újraírandó (cross-unit függőség).",404e30289fe922c39f4c9791768ebac7fb2b4c96b59e2f4fed8f4581a7164ff8,asset: M7.A-POSZ-01
M7.A-POSZ-02,M7,M7.A,peula,02 Tervezet/Modulok/M7/Peulák/M7.A – Célból peula – SMART & 11 pont élőben.md,307,poster,,legyártandó,produkciós szabályra vár,,Tábla / flipchart-sablon – kulcsszavak és SMART irányító-kérdések,"Flipchart- vagy tábla-sablon a kulcsszavakkal („vágy-mondat”, „SMART”, „11 pont”) és a SMART cél megfogalmazását segítő 4 irányító kérdéssel a forrásból: „Kinek? (Melyik kvuca? Melyik korosztály?)”, „Mikorra / milyen időtávban?”, „Mit szeretnél, hogy mást tudjon / csináljon a peula után?”, „Honnan fogod tudni, hogy ez megtörtént? (Mi a jele?)”. A forrás megengedi a kézi felírást is – a nyomtatott segéd-sablon opcionális, de gyártható asset.",Vizuális vezérfonal a SMART-cél megfogalmazásához a párok/hármasok számára a mini-workshop alatt.,,,,,,"note: Nagy, olvasható tipográfia; magas kontraszt. A kérdéslista + kulcsszavak szöveges formában is rögzítendő.",emberi,emberi-felvétel,"note: Flipchart-lap vagy üres tábla; opcionálisan előre nyomtatott A2/A1 segédposzter a 4 kérdéssel és a 3 kulcsszóval. Magyar nyelv, nagy betű. Print-ready PDF a nyomtatott változathoz.",print-pdf,"M7.A-POSZ-02, M7.A-POSZ-02::PRINTPDF",,,R5,R5,,"A 38. sor a kulcsszavak tábláját, a 155–159. sor a 4 irányított kérdést adja – a sablon e kettőt egyesíti. Nyomtatott verzió opcionális.",665f57e475c2f1a1792ceea927b62ec1b0e089068afe7c0943a7ff4acf5b9bbb,asset: M7.A-POSZ-02
M7.A-POSZ-03,M7,M7.A,peula,02 Tervezet/Modulok/M7/Peulák/M7.A – Célból peula – SMART & 11 pont élőben.md,72,poster,,legyártandó,produkciós szabályra vár,,Peer feedback – két mondatkezdő tábla / flipchart-sablon,"Táblára / flipchartra kiírt két ítélkezés-mentes mondatkezdő, amelyre minden visszajelzés épül: „Hol érzem SMART-nak?” és „Mit kérdeznék még (biztos), ami kimaradt?”. Ugyanezt a két mondatkezdőt használják a mini-prezentációk peer feedbackjénél (217–221) és a galéria-séta post-it-reagálásánál (234–238).","Strukturált, támogató peer feedback kerete – hogy a visszajelzés ne csússzon át peula-szétszedésbe.",,,,,,"note: Magas kontraszt, terem-távolságra olvasható; a két mondatkezdő szöveges tartalma mellékelendő.",emberi,emberi-felvétel,"note: Flipchart-lap vagy A2/A1 poszter, magyar nyelv, 2 kiemelt mondatkezdő, nagy tipográfia. Print-ready PDF vagy kézi felírásra szánt sablon.",print-pdf,"M7.A-POSZ-03, M7.A-POSZ-03::PRINTPDF",,,R5,R5,,"Mindkét blokk-4 formátum (mini-prezentáció és galéria-séta) ugyanezt a két mondatkezdőt használja – egyetlen sablon szolgálja ki mindkettőt. A galéria-séta a Greenaway-féle 4F (Facts–Feelings–Findings–Future) reflexiós ívére épül (245. sor); a 4F nem külön nyomtatott asset, hanem ennek a feedback-keretnek a háttér-rationáléja.",50b73239ef18eb1128d27cdcefee98815ae80d2dddc050457cb642724b137b0f,asset: M7.A-POSZ-03
M7.B-EGY-01,M7,M7.B,peula,02 Tervezet/Modulok/M7/Peulák/M7.B – Peula v2 & Zmán Kvucá – amikor a papír találkozik a valósággal.md,180,card-set,,legyártandó,produkciós szabályra vár,,A/B sarok-kvíz 5 állítása (felolvasandó kártyaszett / képzői segédlap),"Az 5 előre megfogalmazott A/B-állítás felolvasáshoz (inkább igaz / inkább nem igaz mozgós kvíz, középen bizonytalan zóna – 90–97. sor), a forrás 101–105. sorai szerint szó szerint: (1) ""Zmán Kvucá = bármilyen program, ami eszünkbe jut aznap."", (2) ""Peula-tervben nem kell biztonságról gondolkozni, az a felnőttek dolga."", (3) ""AI-val írni peulát úgy, hogy bemásolok konkrét chanich-sztorikat, oké."", (4) ""Zmán Kvucánál az is fontos, hogy hány chanichra hány madrich jut."", (5) ""Ha AI ad egy jó játékszabályt, azt gondolkodás nélkül használhatom."". Felolvasó kártyaként vagy képzői segédlapon.",A Blokk 1 mozgós nyitókvíz tartalma; felidézi a Zmán Kvucá lényegét és tudatosítja az AI-határokat.,,,,,,note: —,emberi,emberi-felvétel,"note: Képzői segédlap vagy 5 felolvasó-kártya, A6/A5, magyar nyelv. A teljes verbatim a forrás 101–105. soraiban.",print-pdf,"M7.B-EGY-01, M7.B-EGY-01::PRINTPDF",,,R5,R5,,Felolvasásra szánt szöveg; opcionálisan kártyaszettként nyomtatva a képzőnek. Csúszás esetén kevesebb állítás is használható (347. sor).,a9e1e3b2c828199ffa6abdc9ee16d5012449fe2a45e6ee6fad69ce7541e06cdc,asset: M7.B-EGY-01
